generation,N_shifts,logPrior,logLik,eventRate,acceptRate
5700000,3,21.6987,-2112.81,1.22743,0.235105
5800000,4,22.2532,-2107.11,1.46601,0.22826
5900000,4,22.8256,-2109.21,2.08061,0.232593
6000000,4,23.6451,-2104.55,2.39744,0.211657
6100000,4,24.4399,-2108.44,2.36372,0.276135
6200000,4,24.0237,-2119.08,1.9198,0.25006
6300000,3,20.688,-2112.34,0.927101,0.25843
6400000,3,14.7319,-2107.33,3.89015,0.212632
6500000,4,24.026,-2112.38,3.45454,0.248352
6600000,3,19.2671,-2112.3,2.37263,0.26214
6700000,6,39.9859,-2087.11,2.06535,0.29363
6800000,9,56.8322,-2095.42,5.00404,0.30262
6900000,3,19.1204,-2104.67,1.43722,0.208636
7000000,6,36.9509,-2100.43,4.57062,0.309915
7100000,3,18.3498,-2115.35,2.01326,0.207365
7200000,6,43.3558,-2116.81,2.63541,0.223361
7300000,4,29.5513,-2118.39,3.67165,0.28324
7400000,2,8.5618,-2119.44,2.41356,0.227734
7500000,3,21.2941,-2111.85,2.5706,0.267095
7600000,6,38.3123,-2113.64,4.16617,0.296252
7700000,4,24.7632,-2114.63,5.01543,0.217075
7800000,6,32.8055,-2106.9,6.93321,0.2793
7900000,6,33.1027,-2102.35,2.74167,0.33785
8000000,6,26.1261,-2115.69,5.95779,0.3264
8100000,4,26.609,-2114.73,4.35687,0.28392
8200000,4,21.355,-2110.67,5.66015,0.31987
8300000,3,18.9938,-2108.09,2.21544,0.178807
8400000,3,17.6813,-2114.32,2.407,0.248986
8500000,2,12.5657,-2116.87,1.18573,0.230817
8600000,6,37.7672,-2099.9,4.88364,0.296182
8700000,2,11.1916,-2115.97,1.38961,0.15178
8800000,4,23.8969,-2102.94,3.00286,0.239563
8900000,6,39.6948,-2100.13,1.47153,0.329613
9000000,6,41.3313,-2103.89,3.34725,0.34343
9100000,6,41.3665,-2111.33,2.71269,0.28045
9200000,7,45.8638,-2102.87,3.94755,0.342335
9300000,1,9.1118,-2134.01,0.789813,0.233988
9400000,8,43.2881,-2090.68,8.63719,0.31853
9500000,2,7.79037,-2117.23,0.865651,0.26095
9600000,8,49.9906,-2099.29,4.19039,0.341845
9700000,6,35.5629,-2100.93,3.78303,0.34665
9800000,7,42.3111,-2094.18,1.7618,0.286352
9900000,2,13.4878,-2119.7,0.927328,0.251502
10000000,6,39.1819,-2093.43,2.89926,0.308235
10100000,7,46.5691,-2085.14,3.71016,0.32601
10200000,4,25.7596,-2110.74,1.2828,0.272083
10300000,4,28.618,-2119.73,2.13123,0.29491
10400000,7,44.4216,-2101.74,2.19166,0.30992
10500000,3,17.8922,-2118.79,1.98689,0.292215
10600000,2,12.3889,-2114.54,1.65956,0.245793
10700000,4,19.7997,-2112.54,1.54353,0.3057
10800000,7,44.325,-2101.17,4.86225,0.34535
10900000,3,15.8858,-2118.12,2.49764,0.314105
11000000,5,32.1794,-2109.37,4.12159,0.27235
11100000,7,46.0042,-2107.32,2.64978,0.342903
11200000,4,23.8215,-2111.31,1.39414,0.211037
11300000,7,47.0596,-2096.6,3.58845,0.34688
11400000,3,19.991,-2106.94,1.29781,0.21424
11500000,3,18.6537,-2115.88,1.96124,0.303275
11600000,4,28.3813,-2117.16,0.510312,0.2781
11700000,1,8.171,-2133.89,0.422333,0.251875
11800000,7,41.6009,-2099.81,4.23173,0.311075
11900000,6,35.8563,-2106.87,8.63376,0.35397
12000000,9,52.8641,-2100.58,5.79778,0.33059
12100000,6,34.8815,-2096.51,3.23189,0.29099
12200000,6,38.2989,-2093.5,2.5595,0.32307
12300000,3,19.6496,-2108.64,0.81354,0.22254
12400000,5,29.3144,-2112.21,3.11502,0.30449
12500000,3,19.0162,-2109.51,2.6186,0.27968
12600000,1,8.34334,-2135.75,1.70912,0.270429
12700000,2,10.5066,-2117.66,1.97597,0.24754
12800000,7,43.8334,-2086.81,2.56042,0.308623
12900000,5,29.3071,-2113.68,2.88123,0.209772
13000000,5,27.9204,-2100.89,5.0133,0.24797
13100000,6,39.0235,-2101.32,2.00275,0.34909
13200000,3,19.1928,-2120.79,1.14897,0.282325
13300000,4,24.4888,-2108.42,0.711164,0.209778
13400000,3,20.004,-2114.08,2.09333,0.256635
13500000,4,27.9373,-2115.31,1.79207,0.215925
13600000,3,20.6631,-2128.86,3.14513,0.21265
13700000,6,41.3949,-2089.8,3.45269,0.279326
13800000,3,17.4587,-2108.65,3.71583,0.245483
13900000,6,32.2656,-2092.88,6.2139,0.31563
14000000,6,38.4794,-2103.12,3.83843,0.320988
14100000,5,33.1009,-2116.32,2.20797,0.215172
14200000,8,50.8474,-2093.82,4.64503,0.32887
14300000,4,26.1291,-2105.17,2.48076,0.333287
14400000,6,33.1992,-2105.55,5.51014,0.235102
14500000,3,22.7105,-2117.25,1.27178,0.25832
14600000,5,31.7104,-2104.04,3.63688,0.264712
14700000,2,14.7777,-2119.2,0.703841,0.25555
14800000,6,38.1022,-2109.43,2.58765,0.324942
14900000,3,20.8989,-2110.36,1.17682,0.268755
15000000,3,22.9239,-2129.31,1.31211,0.26402
15100000,3,19.0253,-2116.05,2.75104,0.289579
15200000,3,20.1361,-2106.66,1.33401,0.24088
15300000,5,30.0724,-2109.15,3.13213,0.23434
15400000,4,26.6888,-2110.17,3.30669,0.20731
15500000,4,25.2776,-2108.69,2.6559,0.2482
15600000,7,50.9526,-2097.96,2.85379,0.246496
15700000,7,43.5192,-2089.74,4.27208,0.321528
15800000,3,16.9219,-2115.76,4.49901,0.323765
15900000,3,22.2358,-2112.29,1.42976,0.26887
16000000,5,32.3922,-2113.69,2.45893,0.335783
16100000,3,21.4108,-2108.41,0.745119,0.242698
16200000,4,27.6363,-2116.02,0.890079,0.25822
16300000,5,27.1891,-2104.26,5.11907,0.25869
16400000,3,20.1282,-2113.69,1.81709,0.23528
16500000,3,20.4926,-2108.66,0.913628,0.241104
16600000,5,32.8489,-2109.2,3.45157,0.25615
16700000,3,19.2289,-2116.21,3.53182,0.250644
16800000,3,17.0822,-2108.47,1.00568,0.26032
16900000,4,26.3927,-2115.33,3.26069,0.200744
17000000,3,21.9395,-2114.89,1.06946,0.259319
17100000,3,19.5672,-2113.04,1.17129,0.252307
17200000,3,19.4558,-2115.45,2.2081,0.255542
17300000,2,14.3884,-2127.24,1.85527,0.165252
17400000,3,21.4117,-2108.95,1.13338,0.20615
17500000,2,13.58,-2115.52,1.06491,0.213067
17600000,3,20.9939,-2109.14,1.0736,0.252412
17700000,3,20.6175,-2110.04,0.875872,0.2581
17800000,3,17.947,-2109.1,2.90184,0.229437
17900000,7,42.8268,-2112.7,4.88877,0.264049
18000000,3,17.9932,-2108.26,1.98823,0.22461
18100000,4,23.6215,-2110.1,1.76275,0.22257
18200000,4,24.9947,-2109.27,1.82885,0.26328
18300000,4,29.3846,-2111.81,2.05561,0.22854
18400000,4,30.3717,-2117.48,1.52689,0.23022
18500000,3,22.8824,-2110.66,0.284882,0.221995
18600000,3,20.6268,-2112.64,2.39116,0.262921
18700000,7,47.1244,-2097.37,2.48364,0.321174
18800000,6,36.127,-2100.46,5.94055,0.3413
18900000,5,29.175,-2101.51,3.45781,0.30911
19000000,3,20.1908,-2110.32,1.94261,0.255648
19100000,5,33.228,-2097.93,1.46473,0.266242
19200000,3,22.7129,-2109.98,1.04914,0.24555
19300000,3,22.9276,-2124.05,1.33795,0.277153
19400000,3,21.1926,-2112.57,1.6316,0.253283
19500000,6,39.382,-2096.45,4.40493,0.28889
19600000,3,18.0303,-2117.51,3.82833,0.221662
19700000,2,13.04,-2115.42,1.26032,0.20985
19800000,2,13.5376,-2121.73,0.782971,0.223534
19900000,2,12.0032,-2117.32,1.54021,0.207668
20000000,3,20.0006,-2115.98,2.69646,0.188647
20100000,8,56.4781,-2106.58,2.61432,0.260422
20200000,6,41.2932,-2106.18,2.64829,0.35001
20300000,3,20.1616,-2114.27,2.05299,0.22227
20400000,5,32.9955,-2111.28,2.09813,0.277767
20500000,7,45.568,-2114.49,4.75775,0.296833
20600000,5,29.0986,-2103.25,3.1674,0.272335
20700000,5,33.8953,-2108.35,1.84087,0.32986
20800000,7,46.1665,-2105.49,2.89032,0.32477
20900000,8,49.726,-2099.98,2.18854,0.347967
21000000,7,47.7178,-2105.05,2.47602,0.34102
21100000,4,27.6985,-2109.64,2.02512,0.313616
21200000,5,29.079,-2102.79,3.05358,0.312185
21300000,5,29.3962,-2104.51,4.34651,0.329235
21400000,8,48.5876,-2106.8,4.8784,0.32897
21500000,4,21.886,-2116.21,2.12626,0.32554
21600000,3,18.8197,-2108.23,0.902425,0.249999
21700000,7,45.8992,-2096.91,3.67563,0.345007
21800000,3,17.8137,-2108.79,2.96522,0.251365
21900000,7,48.6654,-2093.47,3.18202,0.346675
22000000,5,31.3903,-2103.71,3.02778,0.25043
22100000,3,18.4748,-2111.2,3.6396,0.265926
22200000,3,18.6942,-2111.27,0.647959,0.23748
22300000,3,21.1995,-2111.04,0.575521,0.291617
22400000,4,25.8132,-2105.77,2.02173,0.241895
22500000,2,11.5424,-2115.5,1.46379,0.240085
22600000,3,16.975,-2116.08,2.97813,0.248175
22700000,3,21.6039,-2108.06,0.907041,0.2537
22800000,2,12.8338,-2116.72,1.11379,0.211185
22900000,2,12.9408,-2125.73,1.51126,0.200695
23000000,1,9.35799,-2134.7,0.67168,0.25613
23100000,3,17.1539,-2124.23,1.71662,0.25222
23200000,3,19.6501,-2107.56,1.51945,0.257205
23300000,4,23.2903,-2102.68,3.23532,0.2539
23400000,2,14.1977,-2123.65,1.54964,0.22946
23500000,3,19.5634,-2120.98,1.35817,0.273245
23600000,3,17.0004,-2108.97,2.71162,0.236141
23700000,3,20.3554,-2109.13,0.879247,0.2531
23800000,3,18.0844,-2112.22,2.59457,0.24504
23900000,5,28.3247,-2108.97,4.66835,0.230206
24000000,3,17.8145,-2111.55,1.48594,0.24029
24100000,3,20.9387,-2109.77,0.730133,0.24768
24200000,3,20.9499,-2109.51,1.15188,0.25767
24300000,3,21.3443,-2109.68,1.75038,0.252252
24400000,5,29.2841,-2111.22,2.69063,0.254995
24500000,4,27.025,-2114.77,2.50145,0.250845
24600000,4,25.1155,-2106.26,1.37304,0.25343
24700000,3,19.479,-2106.66,0.626932,0.25956
24800000,3,17.0088,-2109.7,3.32324,0.24144
24900000,4,28.5345,-2126.66,1.15987,0.20757
25000000,4,22.5905,-2112.17,2.37752,0.245757
25100000,5,32.2323,-2100.9,1.36513,0.260135
25200000,3,21.8393,-2119.52,0.375318,0.271623
25300000,8,52.4838,-2098.27,4.29121,0.26397
25400000,3,20.1382,-2112.36,1.59115,0.27625
25500000,7,41.5548,-2113.1,5.15361,0.31931
25600000,3,20.6871,-2107.69,1.1444,0.257257
25700000,6,34.4851,-2092.31,4.00932,0.28234
25800000,7,40.8436,-2099.68,3.6264,0.33232
25900000,3,17.1442,-2111.89,3.84042,0.259899
26000000,6,37.9942,-2100.77,2.38028,0.346206
26100000,6,30.2324,-2106.58,3.87404,0.31656
26200000,3,17.587,-2116.01,2.41447,0.254904
26300000,2,12.3919,-2117.16,1.15865,0.256758
26400000,7,48.6899,-2098.32,4.05944,0.325437
26500000,6,38.2452,-2096.24,2.00174,0.319103
26600000,1,7.75219,-2132.3,0.437214,0.253417
26700000,4,19.7911,-2108.56,1.76402,0.30292
26800000,5,33.2068,-2110.01,2.73027,0.321745
26900000,5,31.8233,-2107.19,3.175,0.24619
27000000,3,18.9315,-2108.31,2.28021,0.282347
27100000,4,24.268,-2108.21,1.88127,0.238
27200000,3,21.2454,-2109.11,1.68023,0.247723
27300000,2,10.8023,-2116.56,1.63087,0.245561
27400000,3,20.9458,-2108.42,0.951515,0.25937
27500000,3,17.674,-2125.72,2.27035,0.211675
27600000,1,8.65328,-2131.95,0.66816,0.23534
27700000,2,14.5798,-2119.95,1.557,0.228946
27800000,3,20.4382,-2119.06,2.39896,0.247452
27900000,2,14.0293,-2121.08,0.371858,0.243011
28000000,2,12.0907,-2119.67,3.15511,0.2007
28100000,6,42.401,-2102.12,2.58293,0.305355
28200000,7,45.8302,-2089.72,4.43226,0.3362
28300000,4,31.3327,-2119.81,0.351092,0.232816
28400000,7,44.3726,-2092.43,3.07484,0.29269
28500000,4,25.7683,-2115.74,1.95523,0.23036
28600000,3,18.0363,-2107.36,2.44819,0.24404
28700000,2,13.7191,-2115.99,0.227341,0.242355
28800000,6,32.5938,-2094.8,5.06758,0.340112
28900000,11,70.2175,-2090.74,6.36751,0.3139
29000000,3,14.7085,-2107.81,3.23339,0.250515
29100000,3,19.9211,-2110.49,1.20596,0.251043
29200000,4,27.8011,-2109.15,1.73553,0.314965
29300000,2,13.9517,-2120.35,1.45343,0.264155
29400000,3,19.784,-2123.72,0.779706,0.20267
29500000,2,12.9445,-2122.7,0.473522,0.20228
29600000,4,21.6472,-2110.18,2.94676,0.249163
29700000,3,20.3336,-2105.85,2.14275,0.256472
29800000,9,47.6064,-2096.03,6.97592,0.27737
29900000,4,26.68,-2110.14,3.4795,0.21975
30000000,3,16.4956,-2109.92,5.30451,0.263657
30100000,2,13.2445,-2116.28,0.929493,0.240235
30200000,2,14.7686,-2118.33,0.358998,0.20984
30300000,2,12.9455,-2116.93,0.508342,0.20461
30400000,3,18.9004,-2107.68,2.44783,0.252007
30500000,2,13.7777,-2117.1,0.457504,0.206145
30600000,3,22.9931,-2124.83,1.43301,0.243725
30700000,4,25.6373,-2102.95,3.03768,0.25797
30800000,2,13.502,-2116.06,0.96529,0.216997
30900000,3,17.6354,-2111.29,2.55974,0.265802
31000000,3,19.9153,-2108.87,1.58185,0.261687
31100000,3,21.0254,-2105.42,0.927466,0.2285
31200000,3,18.7202,-2108.75,1.08492,0.28151
31300000,3,21.1095,-2113.44,2.40806,0.238594
31400000,2,14.0044,-2119.51,1.30903,0.2253
31500000,3,19.3464,-2107.34,2.00381,0.247443
31600000,3,19.369,-2110.41,1.67751,0.24598
31700000,4,30.1764,-2125.27,1.39681,0.247011
31800000,4,26.9141,-2103.82,1.23966,0.2388
31900000,2,10.3686,-2118.47,2.96866,0.203536
32000000,3,19.4469,-2118.05,1.19789,0.20023
32100000,2,13.6172,-2119.79,0.801325,0.22202
32200000,2,11.9435,-2118.23,2.04475,0.25772
32300000,3,20.0167,-2107.14,2.11967,0.272179
32400000,5,35.739,-2109.05,1.56976,0.256146
32500000,5,34.4911,-2098.59,2.55558,0.29499
32600000,6,42.9285,-2101.39,1.60014,0.34185
32700000,6,33.3385,-2104.81,1.3628,0.315
32800000,3,19.4408,-2117.38,2.55181,0.238617
32900000,2,9.87106,-2124.97,1.65671,0.244001
33000000,8,48.8137,-2088.75,4.91329,0.28118
33100000,8,50.2546,-2095.08,7.9884,0.29879
33200000,4,27.8574,-2113.13,1.94347,0.257993
33300000,8,50.8995,-2096.71,5.86286,0.34289
33400000,6,28.2329,-2092.19,7.1594,0.329057
33500000,7,39.662,-2091.72,4.899,0.31583
33600000,5,31.0702,-2114.64,2.51147,0.3455
33700000,4,25.5203,-2124.05,4.86858,0.256024
33800000,5,33.6594,-2111.76,2.29435,0.26022
33900000,6,38.8181,-2106.22,4.54157,0.31351
34000000,3,21.1378,-2109.72,0.647818,0.28197
34100000,3,16.5209,-2114.85,2.86322,0.21392
34200000,2,13.5619,-2125.23,1.04907,0.20835
34300000,3,19.109,-2116.76,0.752999,0.289592
34400000,4,18.6707,-2111.34,3.82968,0.24718
34500000,3,21.7049,-2111.58,1.96203,0.2509
34600000,10,64.5208,-2096.92,6.68852,0.263804
34700000,3,17.5613,-2109.85,1.51539,0.255315
34800000,8,48.8583,-2098.8,2.42996,0.343865
34900000,5,34.4409,-2113.41,1.30941,0.256995
35000000,5,26.8577,-2107.7,5.27373,0.32667
35100000,3,19.0245,-2109.02,1.7612,0.240735
35200000,3,19.2376,-2117.92,1.11965,0.290522
35300000,6,38.5373,-2101.84,4.06237,0.24772
35400000,3,20.3914,-2106.44,1.23535,0.24262
35500000,3,20.5274,-2116.55,2.48795,0.2514
35600000,7,49.4152,-2097.08,1.96725,0.269696
35700000,4,24.3964,-2109.54,3.30632,0.24526
35800000,3,20.4762,-2114,2.0457,0.24164
35900000,3,18.8371,-2111.09,2.86154,0.322107
36000000,3,19.4934,-2110.69,1.80832,0.23411
36100000,5,36.1324,-2115.58,1.66256,0.261363
36200000,3,24.9312,-2127.9,1.07731,0.24984
36300000,3,19.0976,-2107.05,2.85118,0.293095
36400000,3,19.9437,-2107.56,1.64443,0.267523
36500000,4,27.6663,-2115.79,2.14498,0.24709
36600000,3,15.1337,-2107.4,3.1999,0.258972
36700000,3,19.9972,-2115.6,2.47641,0.244515
36800000,3,17.65,-2109.21,3.11859,0.26
36900000,4,26.6569,-2107.22,1.29324,0.25657
37000000,4,27.9634,-2110.83,3.68931,0.307495
37100000,3,19.4271,-2108.79,0.921428,0.256565
37200000,3,20.5757,-2111.48,1.99667,0.2653
37300000,3,17.7022,-2110.63,1.30005,0.24294
37400000,3,18.4485,-2109.54,0.776661,0.249756
37500000,3,16.7437,-2111.61,1.77629,0.246545
37600000,3,19.6348,-2110.17,2.14328,0.253273
37700000,3,18.8528,-2116.82,2.12683,0.271597
37800000,3,19.3544,-2113.5,2.10711,0.27237
37900000,3,15.8875,-2107.94,4.54201,0.231035
38000000,3,20.091,-2116.45,2.05455,0.24371
38100000,3,14.9867,-2108.96,2.71937,0.25329
38200000,2,14.566,-2120.09,1.45143,0.254578
38300000,2,14.3003,-2117.59,0.620978,0.19618
38400000,4,25.661,-2117.55,3.25402,0.248313
38500000,5,32.1291,-2116.84,3.45511,0.243883
38600000,3,18.2552,-2108.94,3.43087,0.281181
38700000,4,23.3545,-2103.6,2.7062,0.31463
38800000,3,19.6101,-2114.11,2.02517,0.276607
38900000,1,8.90907,-2134.18,1.1731,0.263083
39000000,4,26.6908,-2110.07,1.0995,0.258875
39100000,3,22.2662,-2110.63,1.3504,0.243477
39200000,6,35.8406,-2111.98,4.6088,0.264924
39300000,4,22.2253,-2108.16,0.958271,0.26955
39400000,4,25.2219,-2120.99,3.7571,0.260197
39500000,4,23.9225,-2105.93,0.663567,0.24841
39600000,1,9.00296,-2136.38,0.965671,0.286521
39700000,3,17.4748,-2108.74,2.00132,0.238772
39800000,4,27.7199,-2111.3,1.79507,0.26041
39900000,3,17.574,-2116.73,2.7243,0.26528
40000000,4,26.5634,-2119.52,2.37387,0.280569
40100000,2,14.1232,-2119.55,0.586528,0.215415
40200000,3,21.7822,-2114.7,2.15188,0.254425
40300000,2,12.0528,-2121.29,1.14586,0.254444
40400000,4,27.3622,-2114.35,1.2703,0.26879
40500000,2,13.5059,-2116.5,1.39931,0.20604
40600000,2,13.2166,-2116.41,1.59649,0.201
40700000,2,11.4571,-2123.87,0.62627,0.247927
40800000,2,14.1602,-2119.35,1.00562,0.20775
40900000,2,12.5889,-2115.51,1.45967,0.223603
41000000,4,28.5341,-2116.2,1.56507,0.25938
41100000,3,21.607,-2109.58,1.64452,0.219032
41200000,6,36.3132,-2103.52,3.81497,0.292925
41300000,8,49.3076,-2103.5,5.67332,0.30784
41400000,5,30.1239,-2120.89,2.15007,0.25273
41500000,5,30.1078,-2110.24,5.63528,0.32987
41600000,4,27.9639,-2120.17,1.97082,0.27916
41700000,5,25.6261,-2105.24,3.27031,0.28012
41800000,5,33.5556,-2104.04,2.28156,0.28167
41900000,3,17.5582,-2108.39,2.22227,0.255322
42000000,5,31.7125,-2106.7,1.63077,0.26637
42100000,2,13.0138,-2116.19,1.22684,0.236078
42200000,3,18.2953,-2111.61,2.9619,0.2685
42300000,4,22.4894,-2108.22,2.86786,0.238625
42400000,6,35.5236,-2100.29,3.66538,0.334103
42500000,8,48.4604,-2084.87,8.67803,0.34613
42600000,2,14.3484,-2115.34,0.968514,0.224714
42700000,6,38.0073,-2094.96,2.41664,0.31628
42800000,1,8.77655,-2133.57,1.33212,0.253902
42900000,1,7.74224,-2134.83,2.48619,0.28463
43000000,3,18.55,-2109.33,2.07163,0.245654
43100000,2,15.391,-2133.03,1.68497,0.28497
43200000,4,23.6136,-2108.59,2.52348,0.25434
43300000,6,40.6708,-2107.09,3.10276,0.26987
43400000,6,38.9033,-2095.14,2.22126,0.307134
43500000,3,20.0351,-2108.49,1.28987,0.27649
43600000,3,21.09,-2115.33,2.48233,0.279483
43700000,3,19.5789,-2107.64,1.76605,0.273238
43800000,3,22.443,-2112.29,1.5138,0.24799
43900000,3,18.6744,-2110.47,2.20876,0.223606
44000000,3,18.5648,-2119.48,3.85982,0.247998
44100000,4,25.8981,-2103.96,1.41111,0.28327
44200000,5,30.7297,-2108.97,5.28272,0.33431
44300000,7,44.0265,-2103.44,3.57075,0.28745
44400000,7,43.4143,-2102.36,3.04171,0.32952
44500000,5,29.6646,-2107.89,2.28269,0.25804
44600000,3,20.1514,-2121.63,1.71651,0.26191
44700000,3,20.3248,-2116.07,1.61276,0.24634
44800000,3,18.7821,-2107.56,2.40951,0.24332
44900000,6,31.6836,-2104.6,3.59351,0.24344
45000000,4,25.2528,-2113.53,1.43927,0.316083
45100000,2,14.8377,-2121.85,1.42797,0.25722
45200000,2,13.4809,-2118.32,1.1563,0.1969
45300000,3,17.0159,-2112.22,3.98083,0.261898
45400000,2,13.2531,-2119.61,2.64672,0.211093
45500000,2,11.8707,-2119.58,2.15195,0.19478
45600000,2,13.6334,-2120.35,1.17919,0.224574
45700000,4,28.3264,-2103.18,1.0048,0.24569
45800000,2,15.8696,-2126.9,1.06314,0.1989
45900000,3,19.2036,-2110.55,3.91456,0.25282
46000000,7,46.099,-2102.82,2.81963,0.268701
46100000,3,21.0486,-2134.22,3.69018,0.282746
46200000,3,18.8465,-2120.75,2.20084,0.259918
46300000,4,24.455,-2108.2,3.39141,0.269292
46400000,3,17.809,-2107.19,1.4079,0.290853
46500000,2,11.9826,-2119.85,0.826531,0.211402
46600000,2,13.1589,-2119.39,1.63489,0.23724
46700000,10,58.7291,-2098.43,9.11668,0.268464
46800000,6,40.6433,-2102.71,1.8068,0.35208
46900000,1,9.4603,-2135.86,0.389598,0.242023
47000000,9,53.9937,-2093.52,6.88827,0.310775
47100000,11,63.6283,-2097.6,6.96395,0.324802
47200000,10,59.4502,-2095.12,5.76926,0.34006
47300000,3,20.5399,-2117.25,2.66319,0.264475
47400000,4,25.1935,-2117.21,4.64449,0.25426
47500000,6,36.2034,-2103.44,2.73685,0.259943
47600000,2,10.3841,-2116.7,3.00899,0.245291
47700000,2,9.6407,-2121.01,4.089,0.22094
47800000,3,22.4501,-2120.18,0.31204,0.19463
47900000,5,36.0309,-2113.94,1.95965,0.23645
48000000,9,58.0296,-2101.56,2.22402,0.291794
48100000,2,12.4783,-2115.83,1.77009,0.246455
48200000,3,19.6887,-2112.66,2.08599,0.255425
48300000,7,43.0763,-2085.3,2.04254,0.307403
48400000,8,41.2137,-2083.16,7.4498,0.30712
48500000,4,19.9551,-2105.69,5.2259,0.277047
48600000,3,19.3115,-2109.54,1.43682,0.31824
48700000,3,22.3008,-2110.2,1.08171,0.24939
48800000,2,13.5711,-2115.81,1.30682,0.195542
48900000,2,12.1953,-2116.36,2.85414,0.15969
49000000,2,14.5801,-2117.19,0.624668,0.17101
49100000,1,8.10294,-2134.35,1.17241,0.283837
49200000,5,34.2663,-2111.93,3.81209,0.240964
49300000,4,23.6946,-2112.73,1.64198,0.228077
49400000,1,4.72905,-2136.03,4.21698,0.287137
49500000,3,19.1224,-2110.65,0.696853,0.24521
49600000,4,26.8558,-2113.84,2.188,0.275435
49700000,3,18.5641,-2110.69,2.98798,0.221863
49800000,3,20.0529,-2108.86,1.69941,0.23471
49900000,4,28.0405,-2127.19,2.00988,0.260028
50000000,3,18.1797,-2107.73,2.38639,0.26577
50100000,4,24.0205,-2113.83,1.01634,0.25336
50200000,1,9.61681,-2135.24,0.472584,0.277151
50300000,3,22.1685,-2121.77,0.951979,0.253747
50400000,6,38.7232,-2093.78,5.20039,0.2859
50500000,4,25.6223,-2109.36,3.33526,0.180187
50600000,8,49.1247,-2100.22,7.15805,0.350215
50700000,4,24.2172,-2109.78,3.88049,0.30843
50800000,3,16.3694,-2109.03,4.17321,0.240207
50900000,2,13.8978,-2119.32,1.32545,0.253193
51000000,3,21.2041,-2124.14,2.00489,0.22155
51100000,3,18.6076,-2120.29,1.8772,0.283492
51200000,2,11.9272,-2119.25,2.74442,0.235663
51300000,7,46.6231,-2096.49,2.89024,0.24529
51400000,9,63.7542,-2088.92,3.74945,0.35041
51500000,5,33.3705,-2113.26,1.47462,0.227477
51600000,2,13.9671,-2120.14,1.53267,0.23143
51700000,2,13.3123,-2116,0.517106,0.223139
51800000,5,33.9815,-2106.59,2.2177,0.303497
