generation,N_shifts,logPrior,logLik,eventRate,acceptRate
51400000,3,18.773,-2107.59,2.157,0.202005
51500000,5,34.6185,-2111.24,2.32063,0.22058
51600000,3,20.1207,-2120.72,3.27379,0.23637
51700000,3,22.112,-2109.22,1.88393,0.225678
51800000,4,26.4451,-2111.55,2.80897,0.236314
51900000,3,17.0736,-2109.51,2.85016,0.219787
52000000,3,17.7369,-2107.31,2.73615,0.233882
52100000,6,39.5167,-2098.06,2.19117,0.29398
52200000,3,18.1477,-2105.78,1.33765,0.254893
52300000,4,23.659,-2109.34,0.742161,0.283434
52400000,2,10.7746,-2119.02,0.962312,0.223988
52500000,2,12.2803,-2118.62,1.08102,0.204283
52600000,1,8.59599,-2133.77,1.65996,0.25134
52700000,3,18.8272,-2114.83,0.971579,0.254063
52800000,3,18.93,-2111.05,2.9886,0.264422
52900000,3,18.4618,-2113.1,1.727,0.206845
53000000,2,13.4654,-2115.86,1.33996,0.17147
53100000,3,18.7216,-2107.87,1.43574,0.201002
53200000,2,12.3023,-2116.76,2.47197,0.23078
53300000,2,14.0924,-2117.27,0.595077,0.16657
53400000,3,18.8807,-2112.46,3.04421,0.18987
53500000,5,34.1024,-2115.64,2.87899,0.22769
53600000,6,35.8215,-2102.43,5.23916,0.259188
53700000,4,21.6031,-2112.92,2.073,0.268296
53800000,3,23.3904,-2116.99,1.1183,0.2679
53900000,6,32.499,-2087.72,4.68127,0.311973
54000000,7,44.4445,-2103.14,4.01675,0.32589
54100000,8,43.8104,-2104.78,4.09488,0.29606
54200000,5,30.2246,-2109.69,1.71628,0.34589
54300000,13,83.0892,-2107.86,5.66062,0.288625
54400000,3,20.5324,-2112.66,3.22109,0.31197
54500000,3,20.4855,-2115.3,2.86733,0.26841
54600000,4,25.2372,-2109.11,3.04217,0.235724
54700000,4,27.7078,-2108.47,2.05609,0.22024
54800000,4,24.4443,-2114.16,2.72334,0.2366
54900000,3,21.7393,-2113.69,2.28945,0.24155
55000000,5,35.3239,-2114.14,2.24379,0.235732
55100000,3,15.4647,-2114.61,2.06512,0.24882
55200000,4,21.3009,-2111.38,4.76973,0.225822
55300000,4,24.9943,-2115.42,2.00912,0.23089
55400000,4,26.464,-2109.47,1.10557,0.22203
55500000,3,20.0209,-2118.46,0.97643,0.196442
55600000,5,33.1764,-2114.1,2.07069,0.238138
55700000,4,30.2343,-2106.43,0.984166,0.261602
55800000,3,17.5924,-2109.28,2.52339,0.25214
55900000,3,19.3551,-2109.41,1.5489,0.220672
56000000,3,19.0739,-2106.6,1.22806,0.235445
56100000,3,17.4872,-2107.47,3.06062,0.22954
56200000,3,19.2792,-2109.71,2.11736,0.24092
56300000,3,17.6333,-2107.84,4.04981,0.222327
56400000,3,20.2484,-2108.42,1.43623,0.22911
56500000,3,18.7182,-2114.96,2.60016,0.21683
56600000,3,19.3978,-2107.93,2.25822,0.22981
56700000,4,25.7513,-2103.52,1.06141,0.217125
56800000,3,22.1105,-2114.67,1.5473,0.254387
56900000,3,20.4184,-2111.88,1.56541,0.187745
57000000,3,17.4021,-2109.6,2.57902,0.20354
57100000,3,20.588,-2107.22,1.12765,0.20107
57200000,4,24.6187,-2109.36,4.09664,0.26245
57300000,5,31.1517,-2100.15,2.89387,0.31948
57400000,6,40.4917,-2115.55,3.03198,0.32952
57500000,3,20.257,-2109.63,2.15025,0.1938
57600000,4,24.2644,-2117.29,3.56856,0.295985
57700000,4,28.1947,-2106.36,1.34114,0.221392
57800000,3,18.9096,-2109.51,2.43613,0.223794
57900000,3,21.5711,-2111.19,2.06944,0.26339
58000000,7,44.9972,-2110.39,7.30389,0.26441
58100000,4,28.8105,-2106.94,1.1851,0.25803
58200000,3,21.9995,-2110.76,0.982054,0.221208
58300000,4,26.7794,-2103.95,4.25301,0.22661
58400000,6,36.9622,-2114.73,4.33561,0.231305
58500000,4,25.4891,-2103.95,0.753291,0.236005
58600000,6,42.9919,-2094.33,2.02913,0.270264
58700000,5,31.6559,-2100.78,2.95815,0.28143
58800000,3,19.5236,-2111.7,2.36702,0.245637
58900000,4,15.7046,-2104.97,3.35192,0.30102
59000000,5,31.54,-2109.09,3.49692,0.26428
59100000,8,46.1357,-2105.32,4.94901,0.228576
59200000,6,37.4612,-2107.1,4.755,0.27872
59300000,4,24.9173,-2103.04,2.00174,0.251696
59400000,3,20.294,-2109.3,0.91729,0.202635
59500000,4,22.6602,-2109.71,0.935208,0.240915
59600000,5,29.8526,-2109.64,1.73854,0.268898
59700000,10,63.8334,-2096.7,3.66917,0.34328
59800000,7,43.5327,-2097.66,3.03696,0.35221
59900000,3,16.8257,-2114.9,2.92946,0.224743
60000000,5,27.4702,-2109.83,2.16837,0.32574
60100000,3,21.4331,-2115.57,1.57017,0.21102
60200000,2,15.8909,-2123.01,1.08881,0.235905
60300000,3,20.0654,-2108.98,1.96738,0.268374
60400000,1,9.12811,-2133.05,0.46448,0.240875
60500000,7,40.2552,-2098.83,4.02024,0.24447
60600000,2,9.45417,-2135.47,4.40505,0.28576
60700000,4,26.6569,-2108.07,2.61069,0.23773
60800000,4,22.6407,-2101.26,2.69408,0.249494
60900000,4,28.7156,-2111.25,0.609103,0.238735
61000000,3,20.5811,-2108.48,1.02662,0.22603
61100000,4,24.0152,-2101.67,2.50733,0.247687
61200000,4,22.7274,-2105.15,1.74159,0.21749
61300000,3,21.3301,-2108.15,0.802232,0.25065
61400000,3,18.1951,-2106.64,2.45998,0.25174
61500000,4,18.8973,-2102.93,4.16567,0.218966
61600000,3,17.5495,-2108.62,1.28291,0.22562
61700000,3,19.3054,-2108.36,0.976098,0.258587
61800000,5,31.9267,-2115.75,4.78718,0.246658
61900000,3,17.4696,-2105.38,3.71377,0.212883
62000000,3,21.9191,-2109.87,0.724663,0.21608
62100000,3,18.9529,-2110.29,1.20967,0.248463
62200000,2,12.5793,-2117.48,1.0318,0.24336
62300000,2,14.4158,-2118.01,0.798703,0.20084
62400000,5,30.6296,-2108.07,2.98529,0.271698
62500000,5,35.8025,-2116,1.94142,0.2999
62600000,6,35.5199,-2099.25,3.82663,0.231917
62700000,5,29.9108,-2100.74,3.96999,0.32037
62800000,4,26.6658,-2104.85,2.9141,0.34851
62900000,4,25.8348,-2110.06,3.95295,0.215346
63000000,3,18.7734,-2113.04,2.006,0.313668
63100000,3,20.6896,-2108.89,0.398729,0.25065
63200000,8,51.9586,-2092.46,3.59308,0.304035
63300000,3,21.5207,-2108.63,2.0587,0.22937
63400000,6,40.5834,-2105.12,2.7733,0.271307
63500000,2,12.2302,-2116.14,0.662046,0.174305
63600000,5,31.1809,-2106.82,2.70941,0.280445
63700000,7,43.9661,-2093.45,3.69753,0.315938
63800000,7,46.8483,-2094.82,3.2401,0.327025
63900000,6,41.7587,-2107.77,2.16365,0.30742
64000000,2,13.7841,-2117.65,1.54774,0.1874
64100000,4,29.4347,-2110.57,1.51863,0.23216
64200000,4,28.074,-2117.27,2.72849,0.313223
64300000,2,15.8755,-2121.89,0.663383,0.25389
64400000,7,40.6225,-2112.61,6.54444,0.219057
64500000,3,21.0769,-2112.52,2.28366,0.27222
64600000,5,32.3533,-2103.15,0.959544,0.26056
64700000,3,16.6433,-2118.58,4.69469,0.25461
64800000,7,44.1703,-2094.64,4.59503,0.335812
64900000,4,27.3321,-2111.02,2.73344,0.30478
65000000,6,42.2492,-2104.79,3.77795,0.311523
65100000,5,33.5228,-2113.46,4.10693,0.268749
65200000,4,25.9133,-2110.6,2.47548,0.279755
65300000,3,20.3847,-2117.85,2.35551,0.29393
65400000,3,20.3983,-2117.22,1.02152,0.25502
65500000,3,20.897,-2116.29,2.1334,0.2728
65600000,3,19.2811,-2107.78,1.88576,0.2303
65700000,5,36.0986,-2113.14,1.40217,0.264103
65800000,4,24.1238,-2106.98,2.47375,0.202825
65900000,3,16.5439,-2110.95,2.01877,0.260665
66000000,3,18.0813,-2110.02,1.80369,0.24795
66100000,6,39.8116,-2113.92,1.82146,0.303358
66200000,2,10.1255,-2117.28,2.17183,0.20077
66300000,3,19.7836,-2116.47,1.86723,0.15378
66400000,3,23.1566,-2114.47,1.86079,0.315333
66500000,3,20.6781,-2110.05,2.27103,0.284274
66600000,3,18.1148,-2107.12,3.74583,0.244832
66700000,4,28.4667,-2115,2.78155,0.234855
66800000,3,21.4167,-2117.94,2.59158,0.26278
66900000,5,29.5467,-2104.91,4.30081,0.24485
67000000,6,37.4792,-2102.43,1.74173,0.306275
67100000,3,21.9328,-2113.16,1.5763,0.23307
67200000,3,20.4092,-2109.01,1.65263,0.23567
67300000,7,43.5429,-2097.67,4.98032,0.341637
67400000,2,10.9208,-2116.11,2.61748,0.231885
67500000,3,20.418,-2110.91,2.9591,0.223293
67600000,2,13.0984,-2116.26,1.61058,0.250939
67700000,4,29.4365,-2116.76,2.35524,0.279207
67800000,3,21.5906,-2115.29,1.23284,0.2442
67900000,3,16.9357,-2111.55,1.72608,0.24978
68000000,5,28.6121,-2110.92,4.09058,0.225497
68100000,2,10.0136,-2116.74,1.87858,0.177801
68200000,2,11.9371,-2116.66,1.09964,0.15818
68300000,2,10.2366,-2116.65,2.58804,0.1652
68400000,4,26.3324,-2106.3,1.21481,0.25396
68500000,3,19.819,-2108.29,1.09006,0.23868
68600000,1,9.68097,-2134.09,0.243067,0.257011
68700000,2,12.6069,-2114.78,0.523836,0.150125
68800000,3,17.6418,-2110.32,1.31401,0.20956
68900000,6,37.9144,-2105.57,5.58876,0.296902
69000000,4,28.1752,-2107.3,1.51161,0.248175
69100000,3,15.5864,-2109.2,2.68717,0.156837
69200000,2,12.5725,-2115.84,1.33391,0.260703
69300000,2,13.243,-2120.48,2.47666,0.179285
69400000,1,8.54073,-2133.97,0.304194,0.2232
69500000,4,24.2829,-2114.28,2.42624,0.17887
69600000,3,19.0576,-2108.31,4.02392,0.20276
69700000,1,9.64144,-2134.88,0.486531,0.22193
69800000,3,17.7226,-2112.64,1.9098,0.233816
69900000,1,7.34324,-2134.5,1.98073,0.290665
70000000,2,13.2337,-2117.25,1.22947,0.167675
70100000,1,9.47608,-2135.71,0.454883,0.178703
70200000,4,25.2075,-2117.57,1.18044,0.266323
70300000,3,20.1855,-2111.79,0.881808,0.287296
70400000,4,28.0072,-2114.86,3.18912,0.28786
70500000,1,8.03564,-2135.12,0.53039,0.261028
70600000,4,25.1509,-2113.92,4.13721,0.293135
70700000,3,21.1599,-2111.04,0.539785,0.209307
70800000,7,48.3302,-2095.35,2.62329,0.27885
70900000,3,21.2126,-2111.85,1.83727,0.262443
71000000,7,46.476,-2105.49,1.67574,0.309695
71100000,2,12.786,-2118.06,1.84717,0.18736
71200000,4,29.4138,-2109.06,0.69661,0.24617
71300000,2,11.0446,-2116.31,3.08877,0.15582
71400000,5,30.6314,-2102.38,1.24054,0.261264
71500000,9,59.3823,-2105.82,6.56843,0.28203
71600000,3,18.8044,-2115.7,3.79147,0.19658
71700000,3,21.0473,-2110.62,2.55857,0.23603
71800000,3,19.9009,-2120.44,1.34037,0.308437
71900000,3,19.9729,-2125.29,2.12396,0.26057
72000000,3,21.6996,-2112.42,1.12012,0.253755
72100000,10,57.3258,-2107.77,9.38188,0.290156
72200000,8,43.6115,-2096.48,6.84413,0.34736
72300000,6,38.527,-2115.8,3.26784,0.31798
72400000,4,24.4181,-2104.27,1.75621,0.261
72500000,3,15.9772,-2111.48,4.68703,0.23069
72600000,6,38.5909,-2107.76,3.03546,0.252483
72700000,3,16.8368,-2115.06,4.22832,0.26331
72800000,4,22.0229,-2112.6,0.898007,0.279265
72900000,4,27.3188,-2106.35,1.90936,0.25041
73000000,8,56.0162,-2113.34,4.09653,0.321933
73100000,3,19.8145,-2110.23,1.85164,0.21678
73200000,3,18.5791,-2109.25,2.36871,0.28585
73300000,4,24.1916,-2108.21,0.887179,0.28984
73400000,6,34.8428,-2113.85,3.23492,0.25115
73500000,4,25.8265,-2104.1,0.798149,0.28365
73600000,5,29.0615,-2110.96,4.83677,0.24974
73700000,4,24.5244,-2105.17,3.90626,0.269848
73800000,5,32.2546,-2111.11,3.0174,0.31368
73900000,6,36.4524,-2107.06,3.12489,0.27332
74000000,5,34.0637,-2118.19,3.32933,0.29779
74100000,3,22.0872,-2108.99,0.997783,0.24329
74200000,3,20.5073,-2107.1,1.22226,0.240417
74300000,4,28.5026,-2112.42,2.10203,0.229765
74400000,3,21.8114,-2112.58,1.12712,0.2379
74500000,3,18.009,-2118.65,3.05101,0.222412
74600000,5,26.4816,-2106.41,5.36244,0.256503
74700000,3,21.9173,-2107.06,1.02337,0.238203
74800000,6,36.6654,-2106.64,4.42699,0.345145
74900000,4,25.6682,-2111.33,1.88918,0.235518
75000000,3,20.2989,-2109.98,0.647796,0.22483
75100000,2,12.9571,-2115.57,1.27308,0.194615
75200000,3,13.8635,-2114.66,3.23234,0.16046
75300000,3,20.2837,-2106.82,2.50663,0.3049
75400000,4,18.0794,-2113.73,4.33804,0.26394
75500000,5,32.4075,-2105.54,2.14653,0.26115
75600000,1,9.81827,-2135,0.341578,0.246555
75700000,4,23.9208,-2119.21,3.18159,0.266005
75800000,4,24.7439,-2113.91,1.98311,0.193385
75900000,3,19.2636,-2108.73,1.58839,0.250147
76000000,3,18.4742,-2114.47,1.04623,0.256367
76100000,4,26.8089,-2107.87,2.14891,0.229037
76200000,5,27.3822,-2104.26,1.83226,0.261855
76300000,3,19.304,-2106.32,2.08622,0.24423
76400000,4,24.3516,-2109.95,1.61603,0.196546
76500000,3,20.3963,-2111.32,1.88529,0.23602
76600000,3,21.6938,-2110.8,0.629871,0.227567
76700000,5,28.4208,-2101.82,2.73274,0.281848
76800000,6,37.4399,-2105.44,4.85845,0.277393
76900000,3,20.6311,-2111.94,2.67704,0.219748
77000000,5,28.5096,-2107.82,4.05717,0.24263
77100000,3,18.3241,-2109.7,3.66003,0.27841
77200000,3,20.8423,-2109.05,1.28527,0.223102
77300000,3,17.4676,-2113.95,0.920011,0.22504
77400000,6,39.5908,-2097.27,2.44129,0.316
77500000,5,32.1757,-2109.21,1.26833,0.28943
77600000,6,35.2118,-2099.38,3.5005,0.33858
77700000,9,63.2532,-2102.85,3.69831,0.33249
77800000,2,11.0429,-2118.8,1.40186,0.210787
77900000,4,27.638,-2118.35,2.02212,0.27368
78000000,2,14.4134,-2118.74,1.89393,0.241652
78100000,6,34.0853,-2113.28,3.174,0.24319
78200000,3,15.9414,-2113.95,3.37698,0.27541
78300000,4,25.9422,-2121.04,1.21844,0.196472
78400000,2,12.8923,-2118.97,0.963457,0.222055
78500000,3,19.072,-2111.27,0.871675,0.241407
78600000,5,31.384,-2106.32,3.84706,0.27756
78700000,3,20.2427,-2114.77,2.48399,0.217183
78800000,4,23.7061,-2112.8,5.74096,0.23436
78900000,3,24.486,-2117.01,0.434265,0.2674
79000000,9,58.0133,-2101.91,5.76848,0.308565
79100000,3,20.5735,-2113.97,2.28067,0.279875
79200000,4,22.8447,-2105.05,4.67836,0.333285
79300000,3,19.261,-2121.1,1.09435,0.256922
79400000,5,31.401,-2097.18,3.12373,0.29245
79500000,3,21.8426,-2113.92,2.36419,0.199584
79600000,7,46.5957,-2102.57,3.81425,0.281293
79700000,7,50.2804,-2105.45,2.10643,0.323627
79800000,3,20.3051,-2108.54,2.42825,0.25321
79900000,3,18.086,-2111.79,3.41995,0.225738
80000000,6,39.1966,-2105.07,3.37768,0.329483
80100000,5,27.7073,-2100.74,2.85588,0.35838
80200000,2,12.9624,-2120.45,0.558682,0.19017
80300000,5,22.4164,-2118.43,4.91493,0.291755
80400000,3,19.8595,-2108.39,2.4684,0.229483
80500000,6,40.1302,-2107.11,2.56213,0.24867
80600000,3,20.1739,-2119.28,1.57867,0.25627
80700000,3,16.1882,-2119.1,3.25709,0.267865
80800000,4,28.8221,-2112.75,1.45706,0.22122
80900000,4,24.9819,-2112.73,2.36673,0.252
81000000,3,16.0811,-2108.94,2.94596,0.229281
81100000,4,22.286,-2100.59,2.12552,0.236257
81200000,3,20.0416,-2108.59,1.27158,0.25273
81300000,5,33.7191,-2118.75,4.06094,0.245405
81400000,5,35.1711,-2103.24,2.89655,0.23066
81500000,3,20.4235,-2120.72,1.81683,0.243507
81600000,4,25.3799,-2113.54,0.384804,0.24293
81700000,3,18.4404,-2113.48,1.72169,0.226893
81800000,3,16.3401,-2106.54,2.75892,0.238682
81900000,4,25.2485,-2103.63,1.17616,0.225715
82000000,3,19.7483,-2116.16,2.91593,0.255723
82100000,3,17.7844,-2109.54,4.10709,0.22969
82200000,3,17.538,-2109.71,2.12896,0.246377
82300000,5,31.9898,-2101.58,2.14901,0.261903
82400000,4,22.8375,-2117.7,4.42681,0.24694
82500000,5,30.8127,-2098.18,2.50286,0.295965
82600000,4,23.7829,-2106.67,2.02173,0.33655
82700000,3,21.265,-2121.79,0.460225,0.248797
82800000,3,18.972,-2107.82,1.83787,0.264612
82900000,8,51.9076,-2104.59,3.42902,0.242147
83000000,3,19.8148,-2114.9,1.77247,0.24599
83100000,3,20.9286,-2117.07,1.95162,0.232375
83200000,3,18.274,-2109.5,2.83346,0.261628
83300000,7,42.9454,-2095.58,5.45866,0.321873
83400000,3,19.6492,-2115.47,1.94654,0.31522
83500000,3,20.2161,-2108.03,1.18357,0.24132
83600000,5,32.4053,-2113.39,5.52959,0.25875
83700000,4,27.3568,-2110.34,1.89193,0.26535
83800000,2,11.7486,-2115.54,0.808518,0.165124
83900000,3,20.2407,-2111.67,1.93205,0.272075
84000000,3,15.4868,-2119.85,2.80169,0.252149
84100000,3,19.4074,-2111.43,2.45076,0.25685
84200000,3,20.5106,-2116.4,1.41108,0.2483
84300000,4,27.607,-2106.45,2.65797,0.266585
84400000,3,19.4718,-2107.05,0.965747,0.246987
84500000,7,45.719,-2108.33,2.28897,0.25885
84600000,5,31.0223,-2104.21,1.86274,0.326557
84700000,3,20.5236,-2107.59,1.48755,0.269645
84800000,3,17.5271,-2107.89,1.0694,0.25588
84900000,3,16.8454,-2107.66,3.39257,0.25527
85000000,3,21.5571,-2119.28,1.33993,0.261507
85100000,3,21.7504,-2114.42,2.21074,0.306226
85200000,7,39.9583,-2105.1,3.68727,0.28523
85300000,3,20.0382,-2111.53,0.390143,0.30449
85400000,5,35.0155,-2114.56,2.8823,0.189979
85500000,7,44.5937,-2093.25,4.51555,0.3253
85600000,3,17.7944,-2116.41,1.80456,0.2524
85700000,7,48.4833,-2098.45,3.97173,0.32895
85800000,3,20.9238,-2109.21,0.500711,0.230327
85900000,10,61.3446,-2099.58,4.35459,0.278529
86000000,6,38.4511,-2110.97,1.32283,0.32554
86100000,5,27.9,-2110.6,2.30221,0.326925
86200000,4,25.8991,-2119.85,1.94213,0.3122
86300000,3,19.582,-2116.84,4.07094,0.27422
86400000,3,20.6149,-2111.07,2.3663,0.233578
86500000,4,23.8034,-2108.86,3.32825,0.23774
86600000,2,13.881,-2116.88,0.911366,0.216649
86700000,5,33.0465,-2104.61,3.36944,0.298582
86800000,2,9.74289,-2115.33,1.84655,0.208105
86900000,7,47.9974,-2097.3,2.75652,0.34122
87000000,4,22.6336,-2106.37,2.25992,0.29914
87100000,5,35.3219,-2111.97,2.01899,0.27877
87200000,3,19.6826,-2113.44,1.83364,0.26175
87300000,5,29.354,-2100.66,4.3129,0.267326
87400000,3,21.0882,-2119.89,1.40679,0.27609
87500000,4,25.8445,-2106.06,1.23606,0.27188
87600000,3,15.4955,-2107.32,3.2797,0.24166
87700000,3,16.5225,-2110.52,1.4522,0.26738
87800000,5,35.1585,-2102.67,1.07318,0.238281
87900000,3,21.2043,-2114.92,1.87853,0.259407
88000000,3,23.8557,-2115.47,1.75975,0.228418
88100000,4,27.9643,-2117.79,2.16582,0.249315
88200000,2,14.4035,-2117.05,1.51499,0.24718
88300000,3,18.5929,-2110.1,3.28884,0.250815
88400000,8,41.6972,-2104.53,8.21991,0.24728
88500000,3,19.24,-2107.68,0.970614,0.2476
88600000,3,22.6671,-2110.57,1.09639,0.243595
88700000,3,19.1528,-2114.94,1.69464,0.218395
88800000,4,26.418,-2113.22,2.03404,0.28835
88900000,3,21.2198,-2113.99,1.17201,0.236983
89000000,5,31.2548,-2103.48,2.24845,0.328485
89100000,3,20.6336,-2108.68,1.63455,0.301865
89200000,10,60.4494,-2092.03,7.84543,0.319985
89300000,4,26.4915,-2109.18,1.88062,0.253246
89400000,4,27.8293,-2113.32,1.78759,0.28905
89500000,1,10.815,-2135.94,0.332515,0.250346
89600000,6,42.4044,-2116.69,2.14623,0.291888
89700000,4,25.986,-2115.66,1.46516,0.28239
89800000,5,28.2808,-2104.37,2.11445,0.2456
89900000,3,20.4018,-2113.38,1.94017,0.22527
90000000,2,13.6986,-2116.07,1.07381,0.22036
90100000,2,12.7639,-2115.94,1.78603,0.230967
90200000,2,14.1746,-2117.06,0.651059,0.19793
90300000,2,12.96,-2124.15,1.27326,0.20708
90400000,4,28.5486,-2112.54,2.29163,0.24894
90500000,3,22.0139,-2111.22,1.87616,0.257543
90600000,3,18.3372,-2112.37,3.33588,0.23772
90700000,5,35.9542,-2122.11,3.04083,0.198014
90800000,3,16.2024,-2105.24,2.52704,0.24862
90900000,3,16.8495,-2108.92,4.33923,0.25224
91000000,5,35.7173,-2114.84,5.1853,0.243301
91100000,6,43.8169,-2098.29,2.74547,0.242793
91200000,9,55.2789,-2108.16,6.04352,0.3086
91300000,3,18.5162,-2108.78,0.566525,0.256402
91400000,3,18.6426,-2108.92,0.413356,0.276855
91500000,9,57.1889,-2090.04,4.08046,0.307725
91600000,3,20.0228,-2118.7,1.82558,0.2761
91700000,6,34.9466,-2110.08,3.9006,0.31402
91800000,5,29.9995,-2100.72,3.05875,0.32994
91900000,6,31.0106,-2108.77,4.80897,0.3491
92000000,3,19.4669,-2110.32,1.98318,0.274488
92100000,5,32.511,-2107.35,3.21214,0.25609
92200000,4,24.4565,-2100.93,2.16129,0.26746
92300000,5,26.7122,-2114.8,4.29082,0.265494
92400000,4,25.3175,-2106.77,3.44728,0.309892
92500000,3,20.934,-2112.92,1.81512,0.239222
92600000,6,34.5768,-2099.44,3.53504,0.27981
92700000,3,20.0339,-2118.99,2.41866,0.263703
92800000,3,23.4183,-2115.41,0.523685,0.25243
92900000,3,18.8496,-2117.14,1.64315,0.225603
93000000,2,13.5005,-2116.93,0.477614,0.17239
93100000,3,17.908,-2112.67,1.53141,0.232967
93200000,4,26.8916,-2112.31,2.63401,0.271957
93300000,6,42.2903,-2110.37,3.84836,0.22077
93400000,3,17.5064,-2108.77,3.29007,0.231383
93500000,3,17.767,-2111.26,2.37138,0.24587
93600000,5,36.4872,-2121.69,2.4925,0.22902
93700000,4,25.7957,-2109.6,2.70239,0.25217
93800000,7,45.2038,-2094.91,4.00948,0.32628
93900000,5,34.4356,-2109.3,2.51628,0.25756
94000000,3,19.0781,-2107.85,1.93237,0.249972
94100000,3,17.5332,-2105.19,2.27711,0.257607
94200000,3,16.9291,-2109.19,1.73964,0.2353
94300000,7,41.018,-2105.6,3.22695,0.339514
94400000,4,26.4739,-2112.53,3.09907,0.248583
94500000,4,23.6117,-2111.4,3.33096,0.25831
94600000,3,19.6192,-2108.55,1.28106,0.23028
94700000,4,27.903,-2116.46,2.81622,0.266145
94800000,6,37.698,-2096.44,3.36995,0.323488
94900000,7,36.9058,-2106.77,5.07603,0.304947
95000000,3,17.7855,-2115.3,0.712231,0.2494
95100000,3,20.8219,-2113.65,1.05812,0.206967
95200000,5,34.6213,-2104.83,1.82039,0.264105
95300000,5,33.3661,-2120.27,1.63185,0.28377
95400000,7,46.8293,-2116.64,5.91906,0.289603
95500000,3,16.784,-2112.82,2.84162,0.252487
95600000,4,23.9868,-2112.24,2.98204,0.231393
95700000,3,19.5047,-2114.77,3.49657,0.25292
95800000,5,35.4658,-2110.16,2.31813,0.234377
95900000,3,19.5045,-2120.43,2.01108,0.26377
96000000,3,20.8997,-2111.43,1.34134,0.218552
96100000,4,25.8943,-2109.63,2.53776,0.26046
96200000,5,30.0762,-2116.2,2.41359,0.293034
96300000,4,27.2424,-2114.49,1.76629,0.263517
96400000,3,18.3824,-2120.11,3.4681,0.25247
96500000,4,26.8061,-2115.72,1.90052,0.308603
96600000,8,53.8726,-2102.14,2.66323,0.31635
96700000,7,43.1489,-2092.17,2.34137,0.29237
96800000,9,56.8386,-2087.37,6.55875,0.2853
96900000,3,22.1754,-2122.25,1.52857,0.240915
97000000,5,27.6032,-2111.22,6.34811,0.24535
97100000,3,19.1643,-2119.04,4.39229,0.2557
97200000,5,33.4974,-2102.65,2.56951,0.267
97300000,4,28.2478,-2119.45,1.78848,0.293132
97400000,7,46.2258,-2103.85,1.64522,0.29267
97500000,4,21.7484,-2104.78,2.45206,0.26653
97600000,5,28.7963,-2108.33,3.15453,0.329245
97700000,4,25.8076,-2110.89,3.86187,0.254405
97800000,3,17.6599,-2113.61,4.45513,0.25047
97900000,3,21.0229,-2108.46,1.01382,0.257009
98000000,4,22.4325,-2115.58,4.76875,0.224145
98100000,2,11.8855,-2117.88,0.860775,0.218647
98200000,4,20.959,-2100.63,3.1999,0.202805
98300000,2,13.5771,-2121.43,0.475527,0.262236
98400000,3,17.1799,-2107.1,3.07811,0.224565
98500000,3,22.6653,-2120.71,2.18467,0.248935
98600000,3,21.6488,-2115.95,1.19641,0.244791
98700000,3,21.1254,-2108.77,2.51232,0.2175
98800000,3,20.9472,-2116.61,0.88599,0.22447
98900000,3,19.1892,-2116.43,3.17254,0.25874
99000000,5,28.274,-2115.42,2.74991,0.25841
99100000,2,13.574,-2118.53,0.957888,0.234931
99200000,6,39.4024,-2088.01,2.71976,0.31857
99300000,2,14.0657,-2117.99,1.62897,0.197405
99400000,2,13.3327,-2118.17,1.33269,0.20532
99500000,3,18.9994,-2108.08,2.31611,0.29721
99600000,4,19.3555,-2115.74,4.51922,0.22891
99700000,3,19.8868,-2107.42,2.26812,0.2823
99800000,3,21.7628,-2116.19,1.74696,0.220516
99900000,4,30.8624,-2117.05,1.64568,0.2452
