generation,N_shifts,logPrior,logLik,eventRate,acceptRate
20300000,4,29.0104,-2107.86,2.27661,0.249247
20400000,3,21.0558,-2114.54,2.00283,0.217335
20500000,3,19.7987,-2105.21,1.84915,0.22511
20600000,4,23.6623,-2111.26,4.07726,0.2262
20700000,2,9.97254,-2117.7,3.97934,0.216863
20800000,2,11.3573,-2121.19,1.4085,0.19993
20900000,3,19.9263,-2114.06,3.02209,0.259244
21000000,3,17.9923,-2118.03,1.56862,0.29683
21100000,4,25.7641,-2103.87,2.49945,0.225442
21200000,4,30.3891,-2118.47,0.743813,0.24467
21300000,4,26.3573,-2107.07,3.17029,0.250353
21400000,3,19.192,-2109.98,1.64846,0.23855
21500000,3,19.3973,-2108.49,2.24157,0.23469
21600000,2,15.3983,-2124.84,0.964814,0.260508
21700000,3,22.3221,-2110.33,1.53367,0.275317
21800000,5,32.2623,-2107.65,4.44476,0.24416
21900000,4,26.6772,-2106.3,1.62586,0.216385
22000000,5,26.2523,-2104.2,3.36026,0.248445
22100000,1,6.92079,-2134.31,2.58354,0.254196
22200000,3,21.1183,-2109.95,0.820295,0.222837
22300000,3,18.2625,-2108.41,1.45869,0.24391
22400000,3,20.5731,-2108.9,1.38207,0.24758
22500000,2,13.3851,-2117.35,0.561367,0.228335
22600000,3,21.4334,-2119.06,2.10585,0.237186
22700000,3,17.2064,-2110.46,2.23258,0.250417
22800000,4,25.8474,-2105.25,2.56052,0.252133
22900000,6,38.9082,-2103.43,4.10461,0.31699
23000000,9,60.7701,-2095.28,4.22717,0.293877
23100000,4,18.019,-2105.61,1.20249,0.333025
23200000,4,26.2382,-2125.32,1.64871,0.26206
23300000,6,38.5377,-2120.76,4.15453,0.270394
23400000,3,19.5307,-2111.2,2.15732,0.235623
23500000,7,40.8386,-2100.37,4.25309,0.270617
23600000,5,28.4193,-2106.39,4.31723,0.26944
23700000,6,37.8123,-2106.01,5.24977,0.33402
23800000,8,47.2721,-2082.69,5.31105,0.3116
23900000,4,22.9455,-2108.32,4.06378,0.32092
24000000,6,44.196,-2108.11,0.923429,0.34444
24100000,5,33.3682,-2121.82,3.03644,0.302555
24200000,7,44.4663,-2099.46,3.88204,0.28127
24300000,7,43.284,-2090.86,3.0797,0.323853
24400000,5,27.9055,-2110.05,3.75152,0.30456
24500000,3,20.2783,-2125.22,0.820668,0.28245
24600000,7,46.0178,-2091.62,2.12478,0.303563
24700000,8,54.6055,-2082.32,3.50312,0.32027
24800000,6,40.0398,-2101.83,3.75181,0.317232
24900000,3,15.4136,-2108.83,1.73679,0.244815
25000000,6,36.0255,-2088.18,3.16013,0.31695
25100000,6,40.7994,-2111.06,1.57628,0.33684
25200000,7,46.1081,-2102.77,2.61131,0.321943
25300000,4,26.5978,-2122.09,3.07774,0.34596
25400000,3,18.5296,-2109.38,3.69807,0.238456
25500000,4,26.9581,-2118.88,2.00437,0.308205
25600000,7,49.049,-2109.58,3.80446,0.248069
25700000,8,46.81,-2100.02,10.3697,0.3155
25800000,7,49.4132,-2100.8,2.78414,0.34605
25900000,3,19.8878,-2116.12,2.51041,0.238475
26000000,6,37.9042,-2085.69,4.43321,0.321275
26100000,2,11.6922,-2120.55,0.144614,0.187183
26200000,3,18.9027,-2110.95,2.48515,0.314134
26300000,5,28.7115,-2101.26,3.13773,0.284723
26400000,3,19.1254,-2112.08,2.18766,0.255584
26500000,3,17.2475,-2106.48,2.34421,0.169148
26600000,3,21.459,-2108.28,1.39521,0.25307
26700000,3,21.2537,-2114.66,1.01178,0.25718
26800000,2,12.365,-2128.41,0.274084,0.23297
26900000,6,38.6935,-2097.87,4.62699,0.24303
27000000,9,60.0967,-2104.36,2.36797,0.34321
27100000,3,19.3719,-2111.98,3.29494,0.245617
27200000,4,25.0391,-2108.01,0.841396,0.23321
27300000,4,27.2776,-2113.08,1.20627,0.25967
27400000,3,20.9501,-2107.36,1.09103,0.269669
27500000,3,19.0614,-2110.99,4.41772,0.269615
27600000,3,19.8204,-2109.88,2.17701,0.25103
27700000,6,35.471,-2113.81,4.70346,0.268345
27800000,4,26.451,-2110.27,2.72275,0.2683
27900000,3,18.7911,-2113.9,1.16369,0.25043
28000000,4,23.3421,-2106.45,3.55448,0.248152
28100000,4,20.7212,-2110.36,5.45449,0.23924
28200000,4,22.0566,-2117.03,3.17446,0.25261
28300000,3,16.9458,-2109.14,1.52586,0.24469
28400000,3,21.3281,-2109.11,0.737502,0.23927
28500000,3,16.104,-2110.29,1.96682,0.235129
28600000,4,27.6748,-2106.72,1.99016,0.245899
28700000,4,28.3775,-2116.72,2.58756,0.294256
28800000,3,18.5198,-2106.98,4.32071,0.257875
28900000,4,25.3935,-2104.21,1.72354,0.232767
29000000,2,13.1216,-2119.35,1.44121,0.26613
29100000,3,16.6871,-2113.63,2.08539,0.2211
29200000,3,18.9304,-2108.08,2.70912,0.262215
29300000,3,20.9501,-2119.52,2.86008,0.223075
29400000,5,33.0393,-2111.11,2.15613,0.294325
29500000,4,21.7572,-2105.62,2.39777,0.27595
29600000,5,32.7254,-2111.71,2.51507,0.227573
29700000,3,20.272,-2107.16,2.64615,0.25251
29800000,5,33.3452,-2104.17,3.37276,0.247163
29900000,2,14.8102,-2119.28,1.19748,0.227145
30000000,3,21.996,-2117.01,2.07646,0.256358
30100000,3,19.6875,-2106.09,2.18692,0.25822
30200000,3,19.2171,-2107.61,2.01745,0.252402
30300000,2,9.80414,-2114.55,2.25171,0.261621
30400000,3,14.7973,-2119.88,3.75754,0.166962
30500000,5,25.588,-2106.13,4.71026,0.247317
30600000,5,26.8475,-2103.34,2.71362,0.22023
30700000,3,24.4746,-2121.24,0.72048,0.298152
30800000,3,17.8368,-2107.69,2.84006,0.23266
30900000,5,29.4884,-2106.31,3.65205,0.330745
31000000,4,22.4381,-2106.96,4.19687,0.263818
31100000,6,43.5986,-2100.88,1.94417,0.334345
31200000,5,29.3326,-2116.11,3.27975,0.24743
31300000,6,36.74,-2093.72,3.41064,0.3187
31400000,6,40.2784,-2114.59,3.88362,0.286515
31500000,7,39.5117,-2090.79,8.50046,0.331855
31600000,3,19.1539,-2107.52,2.23851,0.253045
31700000,5,32.9465,-2120.2,4.41899,0.27242
31800000,5,27.3795,-2103.32,4.60343,0.225764
31900000,1,9.89514,-2132.54,0.2509,0.195275
32000000,7,43.099,-2098.37,3.77494,0.308943
32100000,7,41.9526,-2092.23,2.93962,0.29645
32200000,3,15.5923,-2108.02,3.9155,0.263701
32300000,4,26.5382,-2111.21,2.88099,0.223244
32400000,3,20.1544,-2114.68,1.70474,0.21145
32500000,3,18.1714,-2106.86,1.69648,0.227517
32600000,3,15.6073,-2117.82,3.29598,0.250414
32700000,3,19.3146,-2108.66,1.3243,0.251335
32800000,3,20.4003,-2119.49,2.29052,0.170165
32900000,8,46.7877,-2094.58,6.814,0.338467
33000000,3,18.7204,-2108.29,2.88336,0.21141
33100000,3,16.6475,-2119.39,2.82489,0.21675
33200000,6,39.6557,-2107.16,2.84363,0.338037
33300000,4,23.9034,-2103.65,2.17253,0.32442
33400000,4,26.707,-2113.91,2.5274,0.200239
33500000,3,17.9525,-2106.39,1.3667,0.194655
33600000,5,27.4293,-2103.64,3.55356,0.26193
33700000,3,16.6772,-2106.32,1.65682,0.221787
33800000,3,14.1133,-2109.33,0.926932,0.18948
33900000,3,18.9733,-2123.65,2.47394,0.24466
34000000,2,12.9357,-2119.93,1.85987,0.248548
34100000,3,20.0902,-2107.88,1.49088,0.226313
34200000,4,25.4149,-2104.71,4.39742,0.2505
34300000,4,24.3152,-2109.79,3.20317,0.228873
34400000,6,41.099,-2087.86,2.65466,0.32335
34500000,8,54.0219,-2099.97,2.85818,0.31937
34600000,6,37.5264,-2083.41,3.48087,0.30946
34700000,7,43.2782,-2083.75,3.05836,0.3242
34800000,8,43.2502,-2089.41,4.72753,0.287006
34900000,8,51.365,-2089.43,5.35759,0.318265
35000000,6,39.9289,-2087.72,3.08453,0.30128
35100000,3,18.5407,-2116.84,1.6697,0.196921
35200000,3,17.2426,-2106.38,2.02764,0.2838
35300000,3,18.4301,-2115.84,2.69076,0.211741
35400000,2,14.4813,-2119.31,0.89707,0.244245
35500000,7,45.3686,-2113.44,2.52022,0.20649
35600000,3,17.8681,-2108.65,2.64477,0.25186
35700000,3,19.7138,-2108.14,2.44045,0.24713
35800000,3,21.6787,-2111.2,1.04306,0.215444
35900000,3,17.4528,-2109.3,0.544523,0.217213
36000000,4,28.0691,-2120.42,1.92184,0.26134
36100000,5,33.3253,-2107.61,1.47088,0.28211
36200000,3,17.2307,-2106.45,2.92586,0.223947
36300000,3,16.5036,-2109.41,2.54277,0.259003
36400000,4,29.32,-2106.81,0.364531,0.216395
36500000,3,22.4645,-2115.64,1.36192,0.25952
36600000,2,13.1778,-2116.56,1.22683,0.187236
36700000,3,19.249,-2110.1,4.30402,0.271475
36800000,2,12.8807,-2116.42,1.5911,0.185762
36900000,5,27.5862,-2114.37,5.35248,0.255675
37000000,2,12.312,-2117.22,1.18804,0.140775
37100000,1,6.58393,-2136.91,0.165685,0.153634
37200000,4,25.5282,-2111.16,2.20352,0.310583
37300000,4,24.4335,-2105.39,2.97433,0.265668
37400000,4,28.767,-2110.99,0.48933,0.186998
37500000,6,38.0082,-2091.73,3.85461,0.312405
37600000,2,13.8899,-2119.35,1.63766,0.267108
37700000,7,37.2943,-2100.45,8.20298,0.266938
37800000,3,23.3179,-2112.98,0.942693,0.31842
37900000,6,37.9899,-2097.62,2.83122,0.292844
38000000,6,37.1975,-2105.73,4.04882,0.289357
38100000,4,23.051,-2111,3.58644,0.287077
38200000,3,19.9152,-2118.52,3.09194,0.2281
38300000,2,12.8588,-2127.29,2.79847,0.238953
38400000,2,11.8018,-2119.13,1.08365,0.212467
38500000,3,19.7435,-2111.33,1.8034,0.225033
38600000,2,15.692,-2130.52,1.33772,0.235273
38700000,4,29.2659,-2108.3,1.56055,0.22182
38800000,5,33.2751,-2110.14,3.28361,0.2398
38900000,3,21.3666,-2107.62,1.53837,0.2596
39000000,4,25.0859,-2110.08,2.01405,0.25988
39100000,1,8.24363,-2134.77,1.92618,0.270106
39200000,3,18.7594,-2118.49,1.12851,0.208388
39300000,3,16.2368,-2109.76,3.27827,0.218161
39400000,3,20.7701,-2118.07,1.77909,0.28651
39500000,4,26.9135,-2115.46,2.86417,0.274885
39600000,3,20.1372,-2108.09,1.13543,0.2729
39700000,2,11.4492,-2118.2,3.50102,0.250993
39800000,3,21.0886,-2104.95,0.606093,0.26144
39900000,2,11.1236,-2116.3,1.34843,0.167673
40000000,3,20.7474,-2112.12,0.860688,0.24338
40100000,3,19.0054,-2106.99,1.77682,0.21674
40200000,4,25.7412,-2101.66,1.69733,0.22945
40300000,4,25.3621,-2111.03,2.92433,0.271048
40400000,4,25.6287,-2116.19,3.52616,0.24203
40500000,5,27.8311,-2109.38,3.39516,0.217485
40600000,2,10.4571,-2116.7,3.1277,0.20006
40700000,1,9.46288,-2134.74,0.613365,0.239355
40800000,1,10.3794,-2135.78,0.258676,0.28739
40900000,4,26.2669,-2110.01,1.81358,0.257507
41000000,3,19.4844,-2109.58,2.81701,0.234217
41100000,4,26.661,-2113.42,2.08438,0.24469
41200000,1,8.18037,-2136.99,2.27682,0.289233
41300000,3,19.6858,-2110.93,3.90667,0.307031
41400000,2,14.1395,-2120.28,1.61395,0.23767
41500000,3,18.9407,-2118.41,1.75172,0.222692
41600000,4,28.8801,-2112.3,1.53623,0.25744
41700000,3,22.2338,-2123.92,1.44614,0.24206
41800000,3,17.6759,-2106.36,2.90359,0.20983
41900000,4,25.3085,-2109.14,0.869294,0.26875
42000000,4,27.6235,-2112.18,1.50849,0.27908
42100000,4,23.0971,-2116.99,0.759551,0.248935
42200000,4,18.4198,-2103.18,5.48412,0.243095
42300000,4,27.236,-2112.37,1.40666,0.254365
42400000,5,29.3284,-2113.01,5.08829,0.236398
42500000,2,9.63241,-2118.83,4.44193,0.273688
42600000,1,10.126,-2133.81,0.268338,0.261685
42700000,3,19.602,-2117.49,3.70148,0.255033
42800000,3,21.2178,-2109.95,1.92838,0.265974
42900000,5,35.7748,-2119.24,3.00298,0.23666
43000000,6,30.8183,-2099.57,2.46461,0.264644
43100000,3,22.8654,-2117.84,1.2751,0.257095
43200000,3,18.1791,-2112.44,3.09867,0.26569
43300000,3,18.3846,-2116.29,1.68726,0.241805
43400000,1,6.31742,-2136.43,1.41218,0.239492
43500000,3,20.4022,-2113.27,1.46964,0.21961
43600000,1,10.2618,-2136.45,0.291165,0.284885
43700000,3,20.5178,-2110.05,2.47944,0.235418
43800000,1,9.64818,-2140.01,1.37897,0.284565
43900000,2,13.1263,-2120.72,2.9983,0.26514
44000000,3,20.5772,-2118.29,1.69305,0.189128
44100000,2,13.123,-2121.35,1.04902,0.195575
44200000,4,25.5635,-2110.52,1.479,0.274139
44300000,3,20.6417,-2111.42,1.56296,0.27967
44400000,4,24.7966,-2108.2,0.963044,0.250941
44500000,8,52.3514,-2098.43,5.17924,0.29471
44600000,3,16.2705,-2128.84,1.98528,0.204305
44700000,3,15.7823,-2109.26,0.35608,0.22339
44800000,3,20.7795,-2111.2,1.47224,0.276802
44900000,7,47.6574,-2096.94,3.57059,0.346382
45000000,3,17.9249,-2114.54,5.9375,0.248805
45100000,4,26.2783,-2102.87,2.15681,0.28291
45200000,3,19.3358,-2107.44,2.20185,0.27208
45300000,2,14.9423,-2128.16,1.18085,0.206808
45400000,5,32.1207,-2108.43,2.91238,0.26065
45500000,3,18.8478,-2116.69,1.22272,0.233403
45600000,2,12.4839,-2119.27,0.880586,0.1979
45700000,4,26.8086,-2117.38,2.3953,0.264714
45800000,3,19.0828,-2109.47,0.641514,0.254855
45900000,4,28.1134,-2108.19,0.52654,0.25862
46000000,2,10.7762,-2114.74,1.75209,0.197862
46100000,5,30.5676,-2108.62,2.77301,0.268677
46200000,7,47.1101,-2109.4,2.35278,0.27362
46300000,3,20.5184,-2110.79,1.48782,0.216747
46400000,3,21.8535,-2113.18,1.66283,0.26846
46500000,2,14.6214,-2117.65,0.519897,0.281393
46600000,1,8.07121,-2133.91,1.62602,0.261124
46700000,3,20.8756,-2119.16,1.49522,0.253593
46800000,4,27.3095,-2115.54,2.83018,0.287144
46900000,5,34.1821,-2112.05,1.86487,0.29149
47000000,4,23.4921,-2103.07,4.64301,0.255057
47100000,4,30.6047,-2121.67,1.86767,0.25652
47200000,6,40.6246,-2111.65,4.19225,0.25179
47300000,3,21.4164,-2108.73,1.40422,0.225383
47400000,3,21.6221,-2117.96,2.52617,0.297368
47500000,3,20.4636,-2117.06,0.736797,0.245108
47600000,3,18.7888,-2113.16,3.19168,0.2791
47700000,4,19.2686,-2109.34,2.53421,0.253334
47800000,3,18.9882,-2110.71,2.20351,0.25657
47900000,3,18.5667,-2110.64,2.13781,0.212992
48000000,3,18.923,-2105.09,1.57889,0.237705
48100000,3,19.988,-2112.03,0.606969,0.258206
48200000,3,15.1734,-2108.02,3.28138,0.24779
48300000,3,14.2013,-2112.93,3.76577,0.252361
48400000,4,26.4664,-2107.55,1.44359,0.252023
48500000,3,16.146,-2103.9,1.88946,0.22008
48600000,3,20.9134,-2109.09,0.436405,0.247425
48700000,3,18.0751,-2108.19,1.14651,0.235715
48800000,4,24.8487,-2107.29,2.77428,0.25283
48900000,3,18.6531,-2110.5,3.43944,0.26093
49000000,5,28.355,-2109.88,1.2347,0.25714
49100000,6,41.8409,-2114.71,2.89449,0.26879
49200000,1,8.7225,-2133.9,1.64829,0.250349
49300000,3,20.4949,-2109.66,1.76482,0.219228
49400000,4,23.5538,-2103.71,2.94286,0.25593
49500000,4,22.9269,-2104.83,5.87413,0.242534
49600000,3,19.469,-2119.67,2.44486,0.258038
49700000,4,29.5714,-2110.37,1.28282,0.26804
49800000,5,32.1136,-2101.62,2.9905,0.3141
49900000,5,33.1665,-2104.52,4.18796,0.3214
50000000,3,19.3277,-2119.81,2.81387,0.304884
50100000,4,23.3281,-2109.58,0.937111,0.25507
50200000,5,34.4607,-2108.88,4.26386,0.207136
50300000,3,21.1804,-2119.41,1.89063,0.25484
50400000,3,21.0801,-2110.11,1.45508,0.274725
50500000,3,22.9509,-2110.11,1.03947,0.24486
50600000,3,18.8109,-2110.44,1.69482,0.252516
50700000,3,19.1514,-2106.35,2.21187,0.261007
50800000,7,39.0132,-2094.74,5.95372,0.28867
50900000,4,27.7883,-2113.57,1.70477,0.25806
51000000,6,37.9677,-2108.27,2.52391,0.3347
51100000,4,26.1905,-2106.18,2.02358,0.242296
51200000,7,44.1322,-2113.54,4.82241,0.256327
51300000,3,17.0545,-2110.83,2.41773,0.24711
51400000,4,22.39,-2110.22,3.87972,0.263577
51500000,3,21.8736,-2107.9,1.24975,0.236356
51600000,5,28.1785,-2096.41,3.1955,0.302577
51700000,4,26.976,-2107.53,1.64018,0.29814
51800000,3,16.7,-2119.56,2.09794,0.209475
