generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1600000,Abies_holophylla,Pinus_glabra,124.205,0.187018,0.00131033,0.200445,0
1700000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0633495,0.000327245,0.0558778,0
1700000,Hesperocyparis_abramsiana,Juniperus_angosturana,263.433,0.247522,0.00184176,0.171656,0
1700000,Abies_holophylla,Pinus_glabra,100.997,0.186311,0.000875234,0.188741,0
1800000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0270819,0.000673065,0.0231444,0
1800000,Hesperocyparis_abramsiana,Juniperus_angosturana,266.768,0.163257,0.00176597,0.0989862,0
1800000,Podocarpus_nakaii,Dacrydium_guillauminii,212.685,0.0640445,0.0039605,0.0222867,0
1800000,Araucaria_columnaris,Araucaria_muelleri,302.803,0.189384,0.00735629,0.0249252,0
1800000,Agathis_montana,Wollemia_nobilis,244.454,0.109087,-0.00375981,0.0937611,0
1800000,Abies_holophylla,Pinus_glabra,68.5889,0.221327,0.000149968,0.218173,0
1900000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0100313,-0.00114135,0.00089375,0
1900000,Hesperocyparis_abramsiana,Juniperus_angosturana,264.851,0.260397,-0.00221605,0.221177,0
1900000,Hesperocyparis_abramsiana,Taxus_canadensis,104.754,0.132247,-0.0041545,0.0777394,0
1900000,Podocarpus_nakaii,Dacrydium_guillauminii,220.722,0.071958,0.006379,0.0354254,0
1900000,Prumnopitys_exigua,Phyllocladus_hypophyllus,150.426,0.0750332,-0.00514104,0.0250019,0
1900000,Araucaria_columnaris,Araucaria_muelleri,299.629,0.254028,-0.00449288,0.0797871,0
1900000,Agathis_montana,Agathis_robusta,298.998,0.134856,-0.00256795,0.0109621,0
1900000,Abies_holophylla,Pinus_glabra,101.544,0.236335,0.000254076,0.23132,0
2000000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.085073,-0.00115377,0.0600301,0
2000000,Hesperocyparis_abramsiana,Calocedrus_rupestris,251.623,0.165086,0.00102606,0.133583,0
2000000,Podocarpus_nakaii,Afrocarpus_dawei,241.129,0.0688006,0.00432027,0.011521,0
2000000,Acmopyle_sahniana,NA,272.824,0.0198286,-0.00152245,0.00432434,0
2000000,Abies_holophylla,Pinus_glabra,15.9947,0.18682,0.00155843,0.237472,0
2100000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0101265,0.00763392,0.000934338,0
2100000,Hesperocyparis_abramsiana,Juniperus_angosturana,254.911,0.139455,0.0035273,0.076409,0
2100000,Hesperocyparis_abramsiana,Sciadopitys_verticillata,43.5988,0.0334632,0.000870032,0.0196564,0
2100000,Araucaria_bidwillii,NA,282.101,0.0219165,0.00180256,0.00697879,0
2100000,Podocarpus_nakaii,Dacrydium_guillauminii,202.688,0.104139,-0.000763831,0.0634606,0
2100000,Phyllocladus_hypophyllus,Phyllocladus_trichomanoides,279.368,0.0726916,0.00970867,0.0582188,0
2100000,Araucaria_columnaris,Araucaria_muelleri,295.582,0.250879,0.00293599,0.0953732,0
2100000,Agathis_montana,Agathis_robusta,289.925,0.185666,-0.00176738,0.0707094,0
2100000,Abies_holophylla,Pinus_glabra,98.994,0.281357,-0.00028496,0.270327,0
2200000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0433742,-0.000333566,0.0266177,0
2200000,Hesperocyparis_abramsiana,Juniperus_angosturana,267.981,0.165904,0.00189618,0.0830879,0
2200000,Podocarpus_nakaii,Afrocarpus_dawei,222.318,0.1595,-0.00336803,0.066155,0
2200000,Araucaria_columnaris,Araucaria_cunninghamii,248.503,0.223981,0.00142462,0.220605,0
2200000,Abies_holophylla,Pinus_glabra,48.117,0.244393,0.000490873,0.263839,0
2300000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.032649,0.00109745,0.0329094,0
2300000,Hesperocyparis_abramsiana,Juniperus_angosturana,262.856,0.156303,-0.00180803,0.0779946,0
2300000,Podocarpus_nakaii,Dacrydium_guillauminii,220.744,0.0852769,0.000988165,0.0348806,0
2300000,Araucaria_columnaris,Araucaria_muelleri,296.929,0.248623,0.00489301,0.0694725,0
2300000,Abies_holophylla,Pinus_glabra,17.9539,0.136185,0.00224183,0.175213,0
2400000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0286544,0.000329042,0.0205273,0
2400000,Hesperocyparis_abramsiana,Juniperus_angosturana,261.446,0.171092,0.00153575,0.106941,0
2400000,Podocarpus_nakaii,Dacrydium_guillauminii,203.763,0.0763973,0.00121163,0.0271175,0
2400000,Araucaria_columnaris,Araucaria_heterophylla,290.728,0.176117,7.27108e-05,0.0488555,0
2400000,Agathis_montana,Wollemia_nobilis,186.199,0.101186,-0.000540717,0.0950287,0
2400000,Abies_holophylla,Pinus_glabra,79.3253,0.220552,0.000109972,0.213258,0
2500000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0734019,0.000729686,0.0788766,0
2500000,Hesperocyparis_abramsiana,Calocedrus_rupestris,252.797,0.171404,0.0038467,0.174501,0
2500000,Abies_holophylla,Pinus_glabra,55.9692,0.168598,0.00106024,0.178843,0
2600000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0708165,-0.000949916,0.0517547,0
2600000,Hesperocyparis_abramsiana,Juniperus_angosturana,264.863,0.203954,-0.000748583,0.14596,0
2600000,Podocarpus_nakaii,Acmopyle_pancheri,192.783,0.0778199,0.00267585,0.052497,0
2600000,Abies_holophylla,Pinus_glabra,27.3582,0.194801,0.000999828,0.215237,0
2700000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0223679,-0.00143119,0.0053115,0
2700000,Hesperocyparis_abramsiana,Calocedrus_rupestris,250.268,0.140751,0.00567777,0.0814391,0
2700000,Hesperocyparis_abramsiana,Sciadopitys_verticillata,60.5978,0.0299889,0.00227092,0.0273924,0
2700000,Podocarpus_nakaii,Dacrydium_guillauminii,213.014,0.110748,-0.00137919,0.0489638,0
2700000,Araucaria_columnaris,Araucaria_muelleri,302.266,0.201998,0.00342787,0.0635575,0
2700000,Agathis_montana,Agathis_robusta,294.874,0.101216,0.000770955,0.039791,0
2700000,Abies_holophylla,Pinus_glabra,43.8585,0.300428,3.89024e-05,0.295426,0
2800000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0770428,-0.000936216,0.0559233,0
2800000,Hesperocyparis_abramsiana,Juniperus_angosturana,269.251,0.224695,0.00210064,0.163939,0
2800000,Podocarpus_nakaii,Afrocarpus_dawei,222.621,0.0612926,0.00776322,0.0215687,0
2800000,Acmopyle_pancheri,NA,289.361,0.00673815,-0.00423162,0.0134285,0
2800000,Abies_holophylla,Pinus_glabra,48.8422,0.173876,0.0018225,0.204209,0
2900000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0386492,0.00141639,0.040719,0
2900000,Hesperocyparis_abramsiana,Juniperus_angosturana,258.615,0.157837,0.00198339,0.0889017,0
2900000,Podocarpus_nakaii,Dacrydium_guillauminii,214.155,0.100629,-0.000313246,0.0521039,0
2900000,Abies_holophylla,Pinus_glabra,16.1688,0.212972,0.000787097,0.242068,0
3000000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0373438,0.00354632,0.0533209,0
3000000,Hesperocyparis_abramsiana,Juniperus_angosturana,262.335,0.161545,0.00495685,0.113672,0
3000000,Taiwania_cryptomerioides,NA,232.115,0.00238991,0.00294364,0.00343485,0
3000000,Podocarpus_nakaii,Dacrydium_guillauminii,213.948,0.0796553,0.00159424,0.0397629,0
3000000,Abies_holophylla,Pinus_glabra,32.1567,0.246653,0.000270581,0.250114,0
3100000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.112621,-0.000934176,0.088615,0
3100000,Hesperocyparis_abramsiana,Juniperus_angosturana,265.607,0.232351,-0.0003144,0.183017,0
3100000,Metasequoia_glyptostroboides,NA,281.833,0.0500314,-0.00809484,0.0539538,0
3100000,Podocarpus_nakaii,Acmopyle_pancheri,193.705,0.061328,0.00361505,0.0309052,0
3100000,Abies_holophylla,Pinus_glabra,5.06007,0.11229,0.00230319,0.14443,0
3200000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0715789,-0.00052657,0.0485419,0
3200000,Hesperocyparis_abramsiana,Juniperus_angosturana,266.876,0.154763,-0.000152315,0.0274552,0
3200000,Podocarpus_nakaii,Dacrydium_guillauminii,219.635,0.0862297,0.00401238,0.0405753,0
3200000,Araucaria_columnaris,Araucaria_cunninghamii,284.95,0.107097,-0.00382285,0.0823585,0
3200000,Abies_holophylla,Pinus_glabra,11.1079,0.108533,0.0062093,0.16866,0
3300000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0225724,0.0012925,0.0133124,0
3300000,Hesperocyparis_abramsiana,Juniperus_angosturana,266.644,0.164373,0.00317233,0.100802,0
3300000,Papuacedrus_papuana,NA,279.565,0.0516918,-0.00296923,0.0537944,0
3300000,Papuacedrus_papuana,NA,279.265,0.0388043,0.00141943,0.112186,0
3300000,Tetraclinis_articulata,NA,289.669,0.0262714,0.000891306,0.0396152,0
3300000,Athrotaxis_selaginoides,Athrotaxis_cupressoides,279.944,0.0872912,-0.000616615,0.131534,0
3300000,Cephalotaxus_fortunei,Cephalotaxus_harringtonii,251.511,0.0485825,0.00121058,0.0128726,0
3300000,Podocarpus_nakaii,Afrocarpus_dawei,232.672,0.075147,0.00292639,0.00461036,0
3300000,Araucaria_columnaris,Araucaria_cunninghamii,260.066,0.0807232,-0.00462299,0.0519671,0
3300000,Dacrydium_guillauminii,Dacrydium_cupressinum,279.75,0.0666598,0.00268471,0.00920058,0
3300000,Podocarpus_nakaii,Prumnopitys_exigua,111.497,0.0189392,6.09744e-05,0.00179024,0
3300000,Araucaria_columnaris,Araucaria_cunninghamii,271.465,0.121589,0.0019169,0.021573,0
3300000,Agathis_montana,Agathis_robusta,292.707,0.132423,-0.000453051,0.00199554,0
3300000,Podocarpus_nakaii,Araucaria_columnaris,43.3499,0.0380059,-0.00497125,0.0107668,0
3300000,Abies_holophylla,Pinus_glabra,9.16158,0.170307,0.00152498,0.218496,0
3400000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0313477,0.0045173,0.0436085,0
3400000,Hesperocyparis_abramsiana,Juniperus_angosturana,269.2,0.178248,0.00220133,0.144786,0
3400000,Podocarpus_nakaii,Dacrydium_guillauminii,205.691,0.0757559,0.00510876,0.0632203,0
3400000,Araucaria_columnaris,Araucaria_muelleri,302.339,0.2058,-0.00414486,0.008554,0
3400000,Agathis_montana,Agathis_robusta,290.509,0.138934,0.000302789,0.0717017,0
3400000,Podocarpus_nakaii,Araucaria_columnaris,36.457,0.0398474,-0.00197369,0.0150259,0
3400000,Abies_holophylla,Abies_flinckii,257.983,0.280251,0.00130961,0.195872,0
3400000,Pinus_glabra,Larix_decidua,127.511,0.189578,0.00184281,0.216935,0
3500000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0111704,0.000472928,0.00525878,0
3500000,Hesperocyparis_abramsiana,Juniperus_angosturana,256.888,0.269364,-0.000560831,0.195188,0
3500000,Torreya_taxifolia,NA,311.678,0.0154598,0.00143715,0.0108213,0
3500000,Hesperocyparis_abramsiana,Taxus_canadensis,109.256,0.0431575,0.00185693,0.0412055,0
3500000,Podocarpus_nakaii,Dacrydium_guillauminii,219.152,0.0765025,0.00195451,0.0270363,0
3500000,Microcachrys_tetragona,NA,289.525,0.0153116,-0.000799281,0.0907866,0
3500000,Austrotaxus_spicata,NA,209.546,0.0129764,-0.00329614,0.0271375,0
3500000,Araucaria_columnaris,Araucaria_cunninghamii,222.582,0.127357,0.0014316,0.138291,0
3500000,Agathis_montana,Wollemia_nobilis,227.02,0.11393,-0.0029559,0.0098096,0
3500000,Abies_holophylla,Pinus_glabra,106.339,0.186142,0.00379877,0.248904,0
3600000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0399773,0.00114642,0.037555,0
3600000,Hesperocyparis_abramsiana,Juniperus_angosturana,266.814,0.101726,0.00717404,0.027233,0
3600000,Thujopsis_dolabrata,NA,287.413,0.0472385,0.00214063,0.142408,0
3600000,Podocarpus_nakaii,Afrocarpus_dawei,238.607,0.0736704,0.00694588,0.023759,0
3600000,Abies_holophylla,Pinus_glabra,105.507,0.268729,0.000277556,0.261016,0
3700000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0187234,0.0066,0.0250971,0
3700000,Hesperocyparis_abramsiana,Calocedrus_rupestris,245.567,0.153409,0.00409184,0.142128,0
3700000,Podocarpus_nakaii,Dacrydium_guillauminii,218.764,0.0626448,0.0032673,0.0141525,0
3700000,Araucaria_columnaris,Araucaria_muelleri,295.37,0.284663,0.000932306,0.00472708,0
3700000,Agathis_montana,Wollemia_nobilis,175.966,0.0814775,0.00256305,0.0528803,0
3700000,Abies_holophylla,Pinus_glabra,29.8893,0.212632,7.14235e-05,0.203996,0
3800000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.068677,-0.000904541,0.0449205,0
3800000,Hesperocyparis_abramsiana,Juniperus_angosturana,267.031,0.170212,0.00405811,0.111784,0
3800000,Sciadopitys_verticillata,NA,214.46,0.00597834,0.00609466,0.0413437,0
3800000,Podocarpus_nakaii,Dacrydium_guillauminii,220.229,0.0868215,0.00340483,0.0655812,0
3800000,Abies_holophylla,Pinus_glabra,51.4465,0.12314,0.0128555,0.226991,0
3900000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.092758,-0.00175303,0.056678,0
3900000,Hesperocyparis_abramsiana,Juniperus_angosturana,261.055,0.18492,0.00354382,0.116597,0
3900000,Podocarpus_nakaii,Dacrydium_guillauminii,219.819,0.0687473,0.00399954,0.0421698,0
3900000,Araucaria_columnaris,Araucaria_muelleri,299.376,0.218421,0.00115459,0.0233385,0
3900000,Abies_holophylla,Pinus_glabra,63.0185,0.128866,0.00376293,0.178236,0
4000000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0943655,-5.87695e-05,0.0828326,0
4000000,Hesperocyparis_abramsiana,Juniperus_angosturana,255.073,0.284875,-0.000187164,0.225338,0
4000000,Abies_holophylla,Pinus_glabra,89.0515,0.189361,0.00174239,0.215163,0
4100000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0756236,-0.00051861,0.0617347,0
4100000,Hesperocyparis_abramsiana,Juniperus_angosturana,268.207,0.216988,0.00031679,0.161174,0
4100000,Podocarpus_nakaii,Afrocarpus_dawei,235.084,0.106234,0.00466387,0.0744546,0
4100000,Abies_holophylla,Pinus_glabra,48.7369,0.127082,0.00567662,0.198465,0
4200000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.022258,-0.00171966,0.00385306,0
4200000,Hesperocyparis_abramsiana,Juniperus_angosturana,264.811,0.243002,-0.000112549,0.183179,0
4200000,Metasequoia_glyptostroboides,NA,305.65,0.128329,0.000611446,0.267348,0
4200000,Hesperocyparis_abramsiana,Taxus_canadensis,70.9936,0.0792954,-0.00164963,0.0570838,0
4200000,Podocarpus_nakaii,Dacrydium_guillauminii,219.057,0.130707,-0.00494783,0.0413672,0
4200000,Araucaria_columnaris,Araucaria_muelleri,297.345,0.252481,-0.00398942,0.127982,0
4200000,Agathis_montana,Agathis_robusta,289.289,0.129343,0.000803856,0.02986,0
4200000,Abies_holophylla,Pinus_glabra,41.1848,0.172536,0.00279152,0.228547,0
4300000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0891546,-0.000953738,0.0670235,0
4300000,Hesperocyparis_abramsiana,Calocedrus_rupestris,242.907,0.232751,-0.000607939,0.190029,0
4300000,Sciadopitys_verticillata,NA,188.967,0.0313964,0.00258796,0.0651994,0
4300000,Podocarpus_nakaii,Dacrydium_guillauminii,219.827,0.107728,0.00376323,0.103749,0
4300000,Abies_holophylla,Pinus_glabra,13.9024,0.00426195,0.00429083,0.0248498,0
4300000,Abies_holophylla,Pinus_glabra,73.7747,0.15613,0.00400409,0.22022,0
4400000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.138669,-0.00218032,0.0774734,0
4400000,Hesperocyparis_abramsiana,Juniperus_angosturana,266.729,0.27221,-0.00108166,0.217824,0
4400000,Podocarpus_nakaii,Dacrydium_guillauminii,208.762,0.0631303,0.00568486,0.0230395,0
4400000,Abies_holophylla,Pinus_glabra,51.3056,0.139099,0.00309343,0.188723,0
4500000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.153523,-0.000712867,0.13515,0
4500000,Hesperocyparis_abramsiana,Juniperus_angosturana,265.065,0.170821,0.00454416,0.135084,0
4500000,Podocarpus_nakaii,Afrocarpus_dawei,234.267,0.143617,0.00176508,0.120126,0
4500000,Hesperocyparis_abramsiana,Podocarpus_nakaii,25.7819,0.0846505,-0.000626537,0.0646358,0
4500000,Abies_holophylla,Pinus_glabra,104.431,0.321336,-0.000919414,0.280663,0
4600000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0957016,-0.00162399,0.0566727,0
4600000,Hesperocyparis_abramsiana,Juniperus_angosturana,268.547,0.18558,0.00502471,0.141562,0
4600000,Podocarpus_nakaii,Afrocarpus_dawei,237.063,0.113325,-0.00230161,0.0470759,0
4600000,Abies_holophylla,Pinus_glabra,42.6751,0.118479,0.00441962,0.180436,0
4700000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0901157,-0.00162399,0.0595982,0
4700000,Hesperocyparis_abramsiana,Juniperus_angosturana,266.664,0.203212,0.00667188,0.168291,0
4700000,Podocarpus_nakaii,Dacrydium_guillauminii,211.369,0.0994417,-0.00129032,0.0644977,0
4700000,Abies_holophylla,Pinus_glabra,66.2736,0.136052,0.00339748,0.188946,0
4800000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.143208,0.00359837,0.212541,0
4800000,Hesperocyparis_abramsiana,Juniperus_angosturana,260.399,0.209719,-0.0026522,0.163352,0
4800000,Podocarpus_nakaii,Dacrydium_guillauminii,220.759,0.0743336,0.00261345,0.0216841,0
4800000,Araucaria_columnaris,Araucaria_muelleri,295.54,0.195446,-0.0012844,0.00695271,0
4800000,Hesperocyparis_abramsiana,Podocarpus_nakaii,13.5529,0.0857166,-0.00105706,0.0660209,0
4900000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0701069,-0.00131233,0.0477935,0
4900000,Hesperocyparis_abramsiana,Juniperus_angosturana,267.748,0.184548,0.00216865,0.133876,0
4900000,Podocarpus_nakaii,Dacrydium_guillauminii,214.021,0.0566376,0.00703627,0.0319372,0
4900000,Araucaria_columnaris,Araucaria_muelleri,299.675,0.322297,0.00458385,0.099852,0
4900000,Abies_holophylla,Pinus_glabra,2.94163,0.174406,0.00259424,0.235835,0
5000000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0902396,-0.0012622,0.0570668,0
5000000,Hesperocyparis_abramsiana,Juniperus_angosturana,268.24,0.156743,0.00440504,0.119758,0
5000000,Afrocarpus_dawei,Afrocarpus_gracilior,306.409,0.298078,0.00369975,0.124044,0
5000000,Podocarpus_nakaii,Afrocarpus_dawei,245.037,0.0916022,-0.00223382,0.00429606,0
5000000,Abies_holophylla,Pinus_glabra,32.4405,0.133919,0.00431125,0.198628,0
5100000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.166457,0.00253073,0.226588,0
5100000,Hesperocyparis_abramsiana,Juniperus_angosturana,265.903,0.203532,0.0032713,0.157399,0
5100000,Podocarpus_nakaii,Afrocarpus_dawei,234.173,0.0717753,0.00420884,0.0302941,0
5100000,Hesperocyparis_abramsiana,Podocarpus_nakaii,2.56313,0.0852191,-0.000863001,0.0622094,0
5100000,Pseudolarix_amabilis,NA,256.45,0.00933275,0.00225483,0.0417943,0
5200000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.167732,0.00207295,0.216116,0
5200000,Hesperocyparis_abramsiana,Juniperus_angosturana,255.953,0.106635,-0.00211555,0.0598362,0
5200000,Hesperocyparis_abramsiana,Juniperus_angosturana,267.586,0.263642,0.00167093,0.195271,0
5200000,Podocarpus_nakaii,Dacrydium_guillauminii,206.13,0.0591229,0.00665543,0.026546,0
5200000,Prumnopitys_ferruginoides,NA,313.386,0.153537,-0.000403379,0.0113402,0
5200000,Hesperocyparis_abramsiana,Podocarpus_nakaii,29.618,0.0619254,-0.000630992,0.044544,0
5300000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0712029,-0.000180862,0.0587646,0
5300000,Hesperocyparis_abramsiana,Juniperus_angosturana,269.156,0.275515,-0.00270841,0.185807,0
5300000,Podocarpus_celatus,NA,304.345,0.100109,-0.00220731,0.143872,0
5300000,Cunninghamia_lanceolata,Cunninghamia_konishii,311.571,0.118708,-0.00487003,0.202703,0
5300000,Podocarpus_nakaii,Afrocarpus_dawei,242.985,0.134364,-0.0020334,0.0783769,0
5300000,Abies_holophylla,Pinus_glabra,54.6544,0.222093,0.000410544,0.233171,0
5400000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0886195,-0.000741297,0.0702817,0
5400000,Hesperocyparis_abramsiana,Juniperus_angosturana,257.891,0.151241,0.00356116,0.131993,0
5400000,Podocarpus_nakaii,Dacrydium_guillauminii,204.333,0.0774997,0.00622051,0.0794899,0
5400000,Abies_holophylla,Pinus_glabra,31.4631,0.179778,0.00107977,0.202088,0
5500000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.039606,0.000192656,0.0347247,0
5500000,Hesperocyparis_abramsiana,Juniperus_angosturana,260.992,0.136899,0.00390822,0.0895384,0
5500000,Podocarpus_nakaii,Dacrydium_guillauminii,210.797,0.0615448,0.00537956,0.0253153,0
5500000,Araucaria_columnaris,Araucaria_muelleri,304.291,0.263173,0.000995435,0.0562781,0
5500000,Picea_breweriana,NA,308.028,0.0813378,-0.00422703,0.173627,0
5500000,Abies_holophylla,Pinus_glabra,72.6117,0.242589,0.000201722,0.241665,0
5600000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0748507,-0.00165268,0.0460232,0
5600000,Hesperocyparis_abramsiana,Juniperus_angosturana,263.014,0.212777,0.000934746,0.152314,0
5600000,Podocarpus_nakaii,Dacrydium_guillauminii,214.919,0.0595495,0.0057088,0.0336046,0
5600000,Araucaria_columnaris,Araucaria_cunninghamii,245.449,0.130367,0.00763505,0.130455,0
5600000,Cedrus_atlantica,Cedrus_deodara,296.42,0.0738923,0.00321693,0.0955161,0
5600000,Abies_holophylla,Pinus_glabra,103.47,0.217346,0.00100486,0.238625,0
5700000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.119567,-0.00119156,0.0897809,0
5700000,Hesperocyparis_abramsiana,Calocedrus_rupestris,247.886,0.18913,0.000166857,0.171702,0
5700000,Podocarpus_nakaii,Dacrydium_guillauminii,216.392,0.0904333,0.00062153,0.0419745,0
5700000,Abies_holophylla,Pinus_glabra,44.5585,0.195116,0.00137858,0.238496,0
5800000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0292917,0.00277452,0.031724,0
5800000,Hesperocyparis_abramsiana,Juniperus_angosturana,262.056,0.246849,-0.00465097,0.12956,0
5800000,Podocarpus_novae_caledoniae,NA,311.56,0.071093,0.00712366,0.00509433,0
5800000,Podocarpus_nakaii,Afrocarpus_dawei,245.413,0.0959669,-0.000214689,0.0153712,0
5800000,Araucaria_columnaris,Araucaria_muelleri,302.407,0.310245,0.00169124,0.0815493,0
5800000,Abies_holophylla,Pinus_glabra,94.1891,0.178328,0.00264058,0.22115,0
5900000,Hesperocyparis_abramsiana,Abies_holophylla,0,0.0514367,-0.00110779,0.0267714,0
